@RELATION Infoplasmid

@ATTRIBUTE att1 numeric
@ATTRIBUTE att2 numeric
@ATTRIBUTE att3 numeric
@ATTRIBUTE att4 numeric
@ATTRIBUTE att5 numeric
@ATTRIBUTE att6 numeric
@ATTRIBUTE att7 numeric
@ATTRIBUTE att8 numeric
@ATTRIBUTE att9 numeric
@ATTRIBUTE att10 numeric
@ATTRIBUTE att11 numeric
@ATTRIBUTE att12 numeric
@ATTRIBUTE att13 numeric
@ATTRIBUTE att14 numeric
@ATTRIBUTE att15 numeric
@ATTRIBUTE att16 numeric
@ATTRIBUTE att17 numeric
@ATTRIBUTE att18 numeric
@ATTRIBUTE att19 numeric
@ATTRIBUTE att20 numeric
@ATTRIBUTE att21 numeric
@ATTRIBUTE att22 numeric
@ATTRIBUTE att23 numeric
@ATTRIBUTE att24 numeric
@ATTRIBUTE att25 numeric
@ATTRIBUTE att26 numeric
@ATTRIBUTE att27 numeric
@ATTRIBUTE att28 numeric
@ATTRIBUTE att29 numeric
@ATTRIBUTE att30 numeric
@ATTRIBUTE att31 numeric
@ATTRIBUTE att32 numeric
@ATTRIBUTE att33 numeric
@ATTRIBUTE att34 numeric
@ATTRIBUTE att35 numeric
@ATTRIBUTE att36 numeric
@ATTRIBUTE att37 numeric
@ATTRIBUTE att38 numeric
@ATTRIBUTE att39 numeric
@ATTRIBUTE att40 numeric
@ATTRIBUTE att41 numeric
@ATTRIBUTE att42 numeric
@ATTRIBUTE att43 numeric
@ATTRIBUTE att44 numeric
@ATTRIBUTE att45 numeric
@ATTRIBUTE att46 numeric
@ATTRIBUTE att47 numeric
@ATTRIBUTE att48 numeric
@ATTRIBUTE att49 numeric
@ATTRIBUTE att50 numeric
@ATTRIBUTE att51 numeric
@ATTRIBUTE att52 numeric
@ATTRIBUTE att53 numeric
@ATTRIBUTE att54 numeric
@ATTRIBUTE att55 numeric
@ATTRIBUTE att56 numeric
@ATTRIBUTE att57 numeric
@ATTRIBUTE att58 numeric
@ATTRIBUTE att59 numeric
@ATTRIBUTE att60 numeric
@ATTRIBUTE att61 numeric
@ATTRIBUTE att62 numeric
@ATTRIBUTE att63 numeric
@ATTRIBUTE att64 numeric
@ATTRIBUTE att65 numeric
@ATTRIBUTE att66 numeric
@ATTRIBUTE att67 numeric
@ATTRIBUTE att68 numeric
@ATTRIBUTE att69 numeric
@ATTRIBUTE att70 numeric
@ATTRIBUTE att71 numeric
@ATTRIBUTE att72 numeric
@ATTRIBUTE att73 numeric
@ATTRIBUTE att74 numeric
@ATTRIBUTE att75 numeric
@ATTRIBUTE att76 numeric
@ATTRIBUTE att77 numeric
@ATTRIBUTE att78 numeric
@ATTRIBUTE att79 numeric
@ATTRIBUTE att80 numeric
@ATTRIBUTE att81 numeric
@ATTRIBUTE att82 numeric
@ATTRIBUTE att83 numeric
@ATTRIBUTE att84 numeric
@ATTRIBUTE att85 numeric
@ATTRIBUTE att86 numeric
@ATTRIBUTE att87 numeric
@ATTRIBUTE att88 numeric
@ATTRIBUTE att89 numeric
@ATTRIBUTE att90 numeric
@ATTRIBUTE att91 numeric
@ATTRIBUTE att92 numeric
@ATTRIBUTE att93 numeric
@ATTRIBUTE att94 numeric
@ATTRIBUTE att95 numeric
@ATTRIBUTE att96 numeric
@ATTRIBUTE att97 numeric
@ATTRIBUTE att98 numeric
@ATTRIBUTE att99 numeric
@ATTRIBUTE att100 numeric
@ATTRIBUTE att101 numeric
@ATTRIBUTE att102 numeric
@ATTRIBUTE att103 numeric
@ATTRIBUTE att104 numeric
@ATTRIBUTE att105 numeric
@ATTRIBUTE att106 numeric
@ATTRIBUTE att107 numeric
@ATTRIBUTE att108 numeric
@ATTRIBUTE att109 numeric
@ATTRIBUTE att110 numeric
@ATTRIBUTE att111 numeric
@ATTRIBUTE att112 numeric
@ATTRIBUTE att113 numeric
@ATTRIBUTE att114 numeric
@ATTRIBUTE att115 numeric
@ATTRIBUTE att116 numeric
@ATTRIBUTE att117 numeric
@ATTRIBUTE att118 numeric
@ATTRIBUTE att119 numeric
@ATTRIBUTE att120 numeric
@ATTRIBUTE att121 numeric
@ATTRIBUTE att122 numeric
@ATTRIBUTE att123 numeric
@ATTRIBUTE att124 numeric
@ATTRIBUTE att125 numeric
@ATTRIBUTE att126 numeric
@ATTRIBUTE att127 numeric
@ATTRIBUTE att128 numeric
@ATTRIBUTE att129 numeric
@ATTRIBUTE att130 numeric
@ATTRIBUTE att131 numeric
@ATTRIBUTE att132 numeric
@ATTRIBUTE class {F,P,Q,V}

@DATA
-0.515100000, -0.427100000, -0.188800000, -0.653200000, -0.643800000, 0.073500000, -0.343900000, -1.116300000, -0.048000000, -0.206500000, -0.838900000, -1.232700000, -0.730000000, -0.372700000, -0.651300000, -0.525800000, -0.158200000, -0.771000000, -0.695500000, -0.792200000, -0.338000000, -0.163700000, 50.421362436, 50.110132533, 48.521318867, 49.576591183, 47.443759346, 48.877952073, 51.231882891, 48.718850037, 49.139171832, 47.640160347, 48.892577873, 50.381912155, 48.617367522, 47.752843480, 48.380642704, 49.245259179, 48.747397876, 49.008095167, 48.051188794, 47.179546749, 48.715770401, 49.176633913, 104.948000000, 104.728000000, 104.944000000, 104.663000000, 104.190000000, 104.471000000, 104.134000000, 104.024000000, 104.876000000, 104.369000000, 103.874000000, 103.944000000, 104.871000000, 105.818000000, 105.172000000, 105.361000000, 105.223000000, 104.366000000, 105.478000000, 104.666000000, 104.862000000, 105.286000000, -16.432000000, -15.808000000, -17.790000000, -15.934000000, -9.819000000, -10.888000000, -11.640000000, -10.349000000, -11.523000000, -9.462000000, -11.895000000, -12.241000000, -15.230000000, -15.466000000, -14.285000000, -14.324000000, -14.384000000, -13.325000000, -13.822000000, -10.286000000, -12.177000000, -14.342000000, 1268.342200000, 1061.525600000, 727.580400000, 1051.035600000, 9242.780800000, 8139.455200000, 5162.494500000, 9330.719700000, 5981.021600000, 11725.097900000, 6210.543600000, 4418.294900000, 1832.956200000, 1147.489100000, 1976.480400000, 1947.142500000, 1838.190000000, 2608.109600000, 2439.144700000, 8596.117200000, 4702.221100000, 2066.023900000, 60.760000000, 58.190000000, 63.890000000, 54.820000000, 37.370000000, 37.250000000, 32.970000000, 34.520000000, 42.030000000, 35.000000000, 39.030000000, 38.030000000, 56.630000000, 56.310000000, 51.750000000, 49.300000000, 49.660000000, 42.970000000, 49.500000000, 39.240000000, 44.990000000, 48.900000000, F
-0.243200000, -0.351800000, 0.335600000, -0.099800000, -0.747300000, -0.107200000, -0.071900000, -0.070400000, -0.279300000, -0.287300000, -0.348700000, -0.364200000, -0.640900000, -0.094300000, -0.257600000, -0.390000000, -0.248400000, 0.230600000, 0.447900000, 0.248900000, -0.244500000, -0.143500000, 49.294636309, 47.355341057, 46.491035301, 49.202582658, 49.118092294, 47.233871847, 45.388243665, 49.520252423, 47.506184745, 47.047948775, 48.072769991, 52.494863137, 49.655866361, 46.945697898, 47.802263628, 48.010222051, 46.744464441, 47.126908639, 46.668739596, 50.392283015, 47.269202312, 47.570203831, 104.867000000, 104.832000000, 105.128000000, 104.517000000, 103.832000000, 104.940000000, 105.590000000, 104.637000000, 105.308000000, 105.628000000, 105.062000000, 103.678000000, 104.924000000, 105.425000000, 105.468000000, 105.461000000, 105.128000000, 105.385000000, 105.397000000, 104.879000000, 105.189000000, 105.695000000, -14.675000000, -12.532000000, -16.393000000, -15.299000000, -13.858000000, -15.135000000, -15.859000000, -16.706000000, -17.855000000, -16.316000000, -14.709000000, -13.126000000, -14.316000000, -16.876000000, -13.215000000, -14.803000000, -17.581000000, -16.239000000, -13.151000000, -14.513000000, -12.293000000, -14.349000000, 1620.250300000, 3925.767900000, 1086.341400000, 1233.422900000, 2451.169500000, 1436.741800000, 1165.674700000, 770.621600000, 477.297600000, 832.030900000, 1622.190700000, 2835.607500000, 2133.070900000, 738.186200000, 2689.660800000, 1854.007500000, 618.336300000, 853.413200000, 2790.455800000, 1820.894500000, 3866.933300000, 2033.681600000, 53.710000000, 47.290000000, 57.100000000, 51.210000000, 43.220000000, 54.610000000, 57.120000000, 54.490000000, 62.990000000, 55.830000000, 47.290000000, 41.910000000, 48.750000000, 54.410000000, 45.450000000, 50.120000000, 62.760000000, 56.980000000, 48.310000000, 49.820000000, 49.180000000, 53.100000000, Q
-0.093400000, -0.142400000, -0.172600000, 0.032700000, 0.332500000, -0.058800000, -0.013400000, -0.230800000, -0.187800000, -0.070400000, 0.236600000, -0.103600000, 0.130600000, 0.290300000, 0.332800000, -0.080600000, -0.444900000, -0.124800000, -0.684300000, 0.002000000, -0.060200000, -0.175400000, 49.937736941, 49.438908145, 46.024404436, 45.043417854, 45.462127500, 47.007270835, 48.014344691, 47.842999681, 48.658030602, 48.468105036, 46.323246280, 45.621996706, 49.233712578, 46.540240087, 47.231182166, 46.737852542, 48.498709780, 48.312529722, 46.860241849, 46.167237871, 48.136471187, 49.073761772, 104.876000000, 104.886000000, 105.427000000, 105.858000000, 105.703000000, 105.442000000, 104.741000000, 104.633000000, 104.897000000, 105.048000000, 105.306000000, 106.052000000, 105.244000000, 105.480000000, 104.830000000, 104.733000000, 104.776000000, 105.191000000, 105.221000000, 105.467000000, 104.771000000, 104.858000000, -15.488000000, -16.619000000, -20.133000000, -18.655000000, -16.867000000, -16.486000000, -18.623000000, -15.476000000, -13.465000000, -13.518000000, -14.724000000, -15.621000000, -13.413000000, -14.793000000, -13.097000000, -13.581000000, -13.136000000, -15.661000000, -13.967000000, -13.006000000, -13.132000000, -13.724000000, 1235.239200000, 996.192400000, 53.577800000, 314.197500000, 683.329600000, 836.859800000, 397.492600000, 1067.548500000, 2650.019000000, 2657.976700000, 1687.959900000, 1154.949900000, 2509.098300000, 1600.844000000, 3089.233000000, 2553.654500000, 2877.353500000, 1808.856500000, 2095.767900000, 3139.353500000, 3100.170200000, 2528.215200000, 51.860000000, 60.750000000, 70.420000000, 63.210000000, 57.440000000, 58.730000000, 64.650000000, 55.330000000, 42.430000000, 46.030000000, 55.630000000, 55.030000000, 49.480000000, 48.690000000, 47.980000000, 53.580000000, 47.420000000, 60.440000000, 54.700000000, 50.860000000, 42.590000000, 43.430000000, P
-0.113600000, 0.359400000, 0.203700000, -0.088100000, 0.166600000, 0.146300000, 0.047300000, -0.612900000, -0.173600000, 0.275900000, 0.028800000, 0.075400000, 0.022700000, -0.053500000, 0.090000000, 0.264400000, -0.067900000, -0.297400000, -0.076900000, -0.067200000, 0.152200000, -0.451500000, 49.636919973, 49.303240836, 48.645759211, 46.484528635, 48.798724359, 48.141285015, 47.978970622, 47.461744854, 47.962745994, 46.004017189, 49.249638706, 49.297766447, 48.691085021, 47.117307586, 46.361494097, 48.094089569, 48.232037961, 47.445557497, 46.996108860, 47.555764308, 48.524885552, 49.050556708, 104.884000000, 104.771000000, 105.268000000, 105.531000000, 104.947000000, 105.268000000, 105.367000000, 105.115000000, 105.579000000, 105.522000000, 105.548000000, 104.793000000, 105.412000000, 105.331000000, 105.352000000, 105.086000000, 104.768000000, 104.946000000, 105.740000000, 104.977000000, 104.986000000, 104.273000000, -16.277000000, -15.406000000, -14.763000000, -16.389000000, -15.414000000, -17.049000000, -17.120000000, -14.359000000, -17.537000000, -17.008000000, -14.707000000, -14.956000000, -13.449000000, -13.235000000, -15.648000000, -14.315000000, -11.630000000, -16.549000000, -15.973000000, -15.507000000, -14.698000000, -12.834000000, 804.139300000, 1218.400900000, 1524.180900000, 982.298600000, 1172.971300000, 750.017000000, 635.086500000, 1829.207600000, 691.958000000, 651.326000000, 1538.145100000, 1500.526600000, 2587.967900000, 3017.652000000, 1324.633900000, 1818.046900000, 5031.882900000, 1190.437900000, 959.726500000, 1277.208100000, 1652.604000000, 3338.749200000, 54.030000000, 50.790000000, 52.430000000, 58.800000000, 49.960000000, 59.200000000, 59.460000000, 47.600000000, 63.730000000, 60.020000000, 54.260000000, 54.990000000, 48.120000000, 45.490000000, 60.250000000, 53.060000000, 44.830000000, 59.430000000, 61.020000000, 57.530000000, 55.390000000, 41.180000000, P
-0.269800000, 0.119400000, -0.073900000, 0.384300000, 0.271900000, -0.392600000, -0.001600000, -0.283100000, 0.047700000, 0.126000000, -0.546000000, -0.305900000, 0.016800000, 0.099700000, -0.387400000, -0.052800000, -0.308300000, -0.201300000, -0.467000000, -0.325600000, -0.057100000, -0.142100000, 47.841648486, 49.118045018, 48.875572350, 48.911074990, 48.773000747, 47.296586781, 50.597077722, 48.838941670, 46.971718771, 48.269636078, 48.059889597, 48.797113788, 48.806158161, 46.054345593, 48.252456678, 48.441588678, 48.137175872, 47.693607885, 47.368968091, 48.299064655, 48.422155617, 48.549206336, 104.509000000, 105.034000000, 105.211000000, 104.976000000, 104.618000000, 105.280000000, 104.594000000, 104.603000000, 105.400000000, 104.878000000, 104.850000000, 104.789000000, 105.056000000, 105.459000000, 104.828000000, 105.324000000, 104.761000000, 105.750000000, 104.780000000, 104.844000000, 104.385000000, 104.657000000, -16.006000000, -16.726000000, -16.933000000, -16.281000000, -15.533000000, -15.110000000, -15.407000000, -13.968000000, -12.610000000, -11.286000000, -15.328000000, -13.268000000, -12.797000000, -16.258000000, -16.334000000, -13.608000000, -13.365000000, -15.992000000, -16.524000000, -13.960000000, -14.809000000, -13.007000000, 1255.153000000, 745.859700000, 709.514000000, 837.768400000, 1118.964600000, 1519.763900000, 1240.155100000, 2092.069600000, 3535.291700000, 6210.991400000, 1649.437400000, 2674.545400000, 3462.262500000, 1153.151100000, 855.359500000, 2265.689300000, 2694.854200000, 1510.340200000, 850.675900000, 2210.187200000, 1808.787500000, 2880.456400000, 51.410000000, 57.780000000, 59.550000000, 54.700000000, 49.790000000, 51.890000000, 55.500000000, 50.070000000, 43.110000000, 40.080000000, 49.790000000, 43.160000000, 42.660000000, 53.900000000, 59.250000000, 51.860000000, 44.430000000, 60.690000000, 61.240000000, 49.700000000, 52.790000000, 43.320000000, P
-0.292500000, -0.720600000, 0.302600000, -0.197300000, -0.571400000, -0.125700000, 0.063800000, 0.062800000, -0.042300000, -0.106700000, -1.037100000, 0.029600000, -0.587700000, -0.266500000, -0.632200000, -0.640500000, -0.019000000, 0.199400000, -0.213900000, -0.892500000, -0.149600000, 0.266600000, 48.824862168, 50.160122881, 49.066279600, 49.512661625, 51.082808252, 49.008687477, 49.793174380, 48.660488757, 47.817372151, 50.146037456, 47.263968595, 44.334366440, 47.750877083, 49.914527513, 48.832008759, 49.710896289, 46.130631462, 47.490708239, 48.712753542, 48.291188538, 46.555433064, 47.116088865, 104.593000000, 104.686000000, 105.087000000, 105.054000000, 104.400000000, 104.393000000, 104.248000000, 104.926000000, 105.525000000, 104.962000000, 104.748000000, 105.746000000, 105.335000000, 105.213000000, 104.603000000, 104.827000000, 105.947000000, 105.905000000, 105.073000000, 104.737000000, 104.918000000, 105.010000000, -15.677000000, -15.390000000, -16.346000000, -15.452000000, -14.619000000, -14.481000000, -13.606000000, -14.820000000, -16.941000000, -16.816000000, -13.306000000, -14.330000000, -12.811000000, -14.235000000, -11.687000000, -12.150000000, -12.524000000, -12.930000000, -14.272000000, -13.710000000, -13.215000000, -12.911000000, 1220.998400000, 1385.674400000, 804.166500000, 1089.103400000, 1548.146700000, 2047.811100000, 2367.684500000, 1889.657200000, 695.053400000, 674.944300000, 2539.530300000, 2075.519100000, 3736.873800000, 1897.547200000, 5047.610100000, 4833.263200000, 3725.680600000, 3397.043100000, 2063.946200000, 2353.057300000, 3078.758300000, 3495.002800000, 57.280000000, 52.040000000, 56.290000000, 55.330000000, 50.460000000, 55.450000000, 46.530000000, 46.020000000, 60.340000000, 61.970000000, 49.500000000, 55.750000000, 49.260000000, 53.620000000, 40.210000000, 44.130000000, 47.530000000, 47.700000000, 51.660000000, 44.380000000, 50.710000000, 49.310000000, V
-0.145800000, -0.526800000, 0.017900000, 0.093900000, -1.089800000, 0.057200000, 0.082000000, -0.438700000, 0.096400000, -0.061500000, -0.356700000, -0.215000000, 0.201400000, -0.227800000, -0.424200000, -0.482000000, -0.084200000, 0.182000000, -0.291500000, 0.089900000, 0.204800000, -0.708900000, 49.510906424, 48.423851273, 47.333519131, 45.387390383, 47.488602722, 49.300660401, 47.467280469, 48.772442183, 47.475651011, 48.898490310, 52.435700336, 51.513813948, 47.822313553, 49.027790781, 48.138499074, 48.498684561, 48.390063974, 45.599421912, 48.343537804, 47.932367528, 49.024839513, 49.321762740, 104.434000000, 105.069000000, 105.070000000, 105.778000000, 104.798000000, 104.713000000, 105.488000000, 105.111000000, 105.147000000, 104.777000000, 104.089000000, 104.178000000, 104.938000000, 104.430000000, 104.362000000, 104.401000000, 105.069000000, 106.144000000, 105.210000000, 104.808000000, 105.362000000, 105.091000000, -14.746000000, -15.427000000, -15.944000000, -16.611000000, -12.918000000, -14.175000000, -13.705000000, -15.573000000, -16.315000000, -16.834000000, -13.991000000, -13.938000000, -11.123000000, -15.022000000, -10.707000000, -12.487000000, -13.962000000, -16.319000000, -18.157000000, -14.310000000, -14.636000000, -15.469000000, 1674.339200000, 1460.911100000, 1063.720200000, 716.079200000, 3050.541400000, 2259.546600000, 2513.015000000, 1174.563800000, 964.293300000, 723.829100000, 2015.980900000, 2227.137200000, 6219.188100000, 1719.667100000, 6692.215500000, 4729.385700000, 2223.685800000, 1157.785600000, 423.692100000, 1961.011000000, 2096.492000000, 1181.374700000, 55.940000000, 58.400000000, 53.990000000, 54.570000000, 47.950000000, 49.440000000, 48.470000000, 55.100000000, 53.390000000, 55.680000000, 48.630000000, 44.270000000, 41.360000000, 47.010000000, 37.970000000, 46.340000000, 48.000000000, 56.450000000, 66.640000000, 52.630000000, 56.730000000, 56.760000000, Q
-0.282900000, -0.164100000, -0.041500000, 0.182500000, -0.098900000, -0.017900000, -0.071900000, 0.009000000, -0.131300000, -0.159200000, -0.000700000, -0.717100000, -0.842700000, -0.155800000, 0.146800000, -0.286400000, -0.440500000, 0.264000000, 0.412100000, 0.115000000, 0.118600000, -0.421700000, 47.946343441, 47.965715727, 47.993292861, 46.158097765, 45.308966594, 46.963529820, 45.388243665, 49.623713721, 46.109937825, 45.905196728, 46.987284947, 52.222130503, 49.629310584, 47.708449621, 49.338531391, 49.335292575, 47.821437046, 48.101520984, 46.898117305, 45.579845475, 47.434454409, 48.715150290, 105.090000000, 105.235000000, 105.315000000, 105.528000000, 105.899000000, 105.062000000, 105.590000000, 104.603000000, 105.589000000, 105.866000000, 105.291000000, 103.518000000, 104.751000000, 105.250000000, 105.005000000, 105.256000000, 105.077000000, 105.283000000, 105.077000000, 105.291000000, 105.243000000, 104.850000000, -17.731000000, -16.668000000, -14.259000000, -13.113000000, -14.116000000, -13.995000000, -15.859000000, -16.411000000, -16.466000000, -16.856000000, -16.457000000, -12.922000000, -13.825000000, -16.931000000, -14.784000000, -15.703000000, -16.513000000, -15.182000000, -12.973000000, -13.652000000, -13.134000000, -13.142000000, 513.389800000, 741.363500000, 1853.385400000, 3160.823800000, 2173.110100000, 2211.183900000, 1181.866400000, 822.689800000, 841.821100000, 801.239700000, 883.260400000, 2992.901900000, 2586.567000000, 785.647700000, 1455.649300000, 1330.181300000, 808.923500000, 1332.368300000, 3006.755200000, 3131.513200000, 2815.814700000, 3055.881100000, 62.430000000, 56.280000000, 52.020000000, 48.480000000, 47.960000000, 48.390000000, 57.120000000, 53.600000000, 55.680000000, 57.150000000, 53.750000000, 42.750000000, 45.830000000, 56.680000000, 53.850000000, 57.420000000, 60.360000000, 57.220000000, 50.790000000, 51.800000000, 49.140000000, 43.980000000, Q
0.230600000, -0.063300000, -0.159200000, 0.129700000, 0.223300000, -0.368200000, -0.066100000, -0.154000000, 0.027800000, -0.282600000, -0.362800000, -0.242700000, 0.123500000, 0.266700000, -0.094600000, -0.288500000, -0.592000000, -0.281100000, -0.819300000, 0.028500000, -0.356200000, -0.426500000, 47.130043218, 48.960883541, 47.020526975, 46.812840008, 48.578868513, 48.304019557, 47.894622331, 47.949957375, 49.196952514, 50.079284769, 48.782735352, 46.334141589, 48.346270180, 45.990609400, 49.176437277, 47.671010790, 49.903166388, 50.757380114, 47.030163066, 47.300276861, 49.687606250, 46.616708411, 105.156000000, 105.052000000, 105.535000000, 105.234000000, 104.660000000, 105.031000000, 105.369000000, 104.940000000, 105.113000000, 104.601000000, 105.046000000, 105.903000000, 105.290000000, 105.631000000, 105.006000000, 105.614000000, 104.637000000, 104.932000000, 104.796000000, 105.244000000, 104.326000000, 105.111000000, -15.308000000, -15.055000000, -17.799000000, -17.502000000, -15.336000000, -14.991000000, -16.892000000, -14.891000000, -13.465000000, -13.477000000, -17.723000000, -16.793000000, -13.091000000, -16.427000000, -17.199000000, -13.464000000, -12.915000000, -14.089000000, -14.045000000, -11.994000000, -14.267000000, -12.198000000, 1287.456200000, 1942.886900000, 480.316500000, 551.311400000, 1233.524000000, 1577.757400000, 735.706300000, 1518.774000000, 2689.741800000, 2752.113800000, 628.570700000, 747.886000000, 2813.411200000, 1151.335800000, 602.627500000, 2326.218400000, 3217.898300000, 2329.514800000, 2166.335900000, 4576.427800000, 2209.421000000, 3965.399200000, 51.430000000, 56.740000000, 61.970000000, 57.110000000, 49.030000000, 52.980000000, 59.560000000, 54.680000000, 45.460000000, 42.360000000, 61.740000000, 57.030000000, 44.280000000, 56.280000000, 62.380000000, 52.650000000, 40.310000000, 49.610000000, 47.820000000, 46.200000000, 54.290000000, 43.890000000, P
-0.231300000, -0.036000000, 0.006200000, 0.063400000, -0.169500000, -0.556300000, -0.710100000, 0.006300000, -0.230800000, -0.275600000, -0.679500000, -0.395400000, 0.141500000, -0.165700000, -0.481400000, -0.674400000, -0.124300000, 0.379100000, 0.119300000, 0.386500000, 0.009100000, -0.566200000, 45.902914856, 48.116695050, 46.071543103, 45.984261489, 45.908549231, 46.689509697, 46.734245593, 45.750787710, 45.081052808, 48.108867536, 48.655122468, 48.072323121, 47.590195290, 47.301966053, 47.921981138, 47.045882713, 47.969766062, 46.573351429, 47.159619433, 47.269242381, 47.937992132, 49.869379992, 106.083000000, 105.092000000, 105.682000000, 105.664000000, 105.803000000, 105.732000000, 105.006000000, 105.703000000, 106.249000000, 104.770000000, 104.435000000, 105.187000000, 105.307000000, 105.112000000, 104.516000000, 104.841000000, 105.059000000, 105.354000000, 105.647000000, 105.352000000, 105.242000000, 104.507000000, -16.449000000, -18.224000000, -17.690000000, -17.732000000, -16.887000000, -15.253000000, -14.056000000, -17.450000000, -18.197000000, -17.963000000, -13.422000000, -15.335000000, -13.976000000, -15.481000000, -11.443000000, -12.702000000, -13.776000000, -11.380000000, -13.595000000, -14.236000000, -13.695000000, -14.850000000, 897.524400000, 423.876300000, 507.649900000, 510.139900000, 691.086800000, 1276.231000000, 2151.109900000, 703.943700000, 412.573500000, 453.862900000, 2385.891400000, 1479.119100000, 2050.740500000, 1217.555100000, 5257.880300000, 3724.424700000, 2416.778900000, 5672.297300000, 2977.959900000, 1973.529600000, 2517.310000000, 1541.178800000, 56.570000000, 63.580000000, 59.060000000, 59.160000000, 54.500000000, 52.340000000, 48.030000000, 56.650000000, 63.680000000, 60.400000000, 48.420000000, 52.700000000, 54.840000000, 51.640000000, 40.500000000, 40.630000000, 47.970000000, 46.390000000, 56.560000000, 54.710000000, 47.370000000, 53.380000000, Q
0.108000000, 0.460500000, -0.107100000, 0.325700000, 0.391100000, -0.022900000, -0.121400000, -0.385900000, 0.020500000, 0.134500000, -0.243700000, -0.214900000, 0.023900000, 0.148300000, -0.251100000, -0.342900000, -0.592000000, -0.121400000, -0.496800000, -0.362400000, 0.024500000, -0.007400000, 49.142273104, 49.270086182, 46.734618678, 47.229111252, 48.605045320, 48.471398393, 46.740238866, 47.664233245, 49.078058376, 48.292658538, 48.089876302, 48.627424555, 49.699160927, 46.245512156, 48.566000533, 48.135081370, 49.903166388, 47.751277357, 47.942504876, 47.890527641, 48.258681668, 46.951112547, 104.767000000, 104.793000000, 105.541000000, 105.082000000, 104.741000000, 105.340000000, 105.328000000, 104.771000000, 105.145000000, 104.873000000, 105.020000000, 104.859000000, 105.010000000, 105.553000000, 104.998000000, 105.126000000, 104.637000000, 105.635000000, 104.815000000, 104.823000000, 104.677000000, 104.903000000, -16.575000000, -14.959000000, -17.663000000, -17.410000000, -15.431000000, -15.297000000, -18.507000000, -16.515000000, -13.453000000, -11.373000000, -16.951000000, -14.055000000, -13.119000000, -16.506000000, -15.514000000, -12.208000000, -12.915000000, -14.238000000, -12.483000000, -13.970000000, -15.119000000, -15.987000000, 782.329100000, 1515.823100000, 534.083600000, 577.156500000, 1199.978400000, 1383.682100000, 446.085600000, 787.553100000, 2671.770600000, 5636.358900000, 1140.153900000, 2107.800300000, 3182.323300000, 945.887400000, 1205.723300000, 4036.659800000, 3226.117900000, 2191.760600000, 3989.284600000, 2384.152000000, 1476.175200000, 945.776300000, 54.860000000, 53.620000000, 62.320000000, 57.300000000, 50.720000000, 55.130000000, 62.850000000, 61.050000000, 45.330000000, 40.430000000, 57.210000000, 46.040000000, 47.860000000, 56.560000000, 56.940000000, 46.610000000, 40.310000000, 50.510000000, 48.810000000, 51.800000000, 54.800000000, 55.240000000, P
-0.282900000, -0.164100000, -0.041500000, 0.182500000, -0.098900000, -0.017900000, -0.071900000, 0.009000000, -0.131300000, -0.159200000, -0.000700000, -0.345400000, -0.669000000, -0.155800000, 0.146800000, -0.286400000, -0.440500000, 0.264000000, 0.412100000, 0.115000000, 0.118600000, -0.421700000, 47.946343441, 47.965715727, 47.993292861, 46.158097765, 45.308966594, 46.963529820, 45.388243665, 49.623713721, 46.109937825, 45.905196728, 46.987284947, 52.508249986, 49.796070024, 47.708449621, 49.338531391, 49.335292575, 47.821437046, 48.101520984, 46.898117305, 45.579845475, 47.434454409, 48.715150290, 105.090000000, 105.235000000, 105.315000000, 105.528000000, 105.899000000, 105.062000000, 105.590000000, 104.603000000, 105.589000000, 105.866000000, 105.291000000, 103.677000000, 104.832000000, 105.250000000, 105.005000000, 105.256000000, 105.077000000, 105.283000000, 105.077000000, 105.291000000, 105.243000000, 104.850000000, -17.731000000, -16.668000000, -14.259000000, -13.113000000, -14.116000000, -13.995000000, -15.859000000, -16.411000000, -16.466000000, -16.856000000, -16.457000000, -13.298000000, -14.029000000, -16.931000000, -14.784000000, -15.703000000, -16.513000000, -15.182000000, -12.973000000, -13.652000000, -13.134000000, -13.142000000, 513.389800000, 741.363500000, 1853.385400000, 3160.823800000, 2173.110100000, 2211.183900000, 1181.866400000, 822.689800000, 841.821100000, 801.239700000, 883.121500000, 2672.780400000, 2316.254700000, 785.647700000, 1455.649300000, 1330.181300000, 808.923500000, 1332.368300000, 3006.755200000, 3131.513200000, 2815.814700000, 3055.881100000, 62.430000000, 56.280000000, 52.020000000, 48.480000000, 47.960000000, 48.390000000, 57.120000000, 53.600000000, 55.680000000, 57.150000000, 53.750000000, 43.150000000, 46.230000000, 56.680000000, 53.850000000, 57.420000000, 60.360000000, 57.220000000, 50.790000000, 51.800000000, 49.140000000, 43.980000000, Q
