@RELATION PBDNN

@ATTRIBUTE NN-5	numeric
@ATTRIBUTE NN-4	numeric
@ATTRIBUTE NN-3	numeric
@ATTRIBUTE NN-2	numeric
@ATTRIBUTE NN-1	numeric
@ATTRIBUTE NN0	numeric
@ATTRIBUTE NN1	numeric
@ATTRIBUTE NN5	numeric
@ATTRIBUTE NN6	numeric
@ATTRIBUTE NN7	numeric
@ATTRIBUTE NN8	numeric
@ATTRIBUTE NN9	numeric
@ATTRIBUTE NN10	numeric
@ATTRIBUTE class	numeric

@DATA
-1.000000000, -0.880000000, -1.000000000, -0.580000000, -1.000000000, -1.280000000, -5.160000000, -1.440000000, -1.000000000, -0.580000000, -1.000000000, -0.880000000, -1.450000000, 24845.234375000
-1.300000000, -1.450000000, -1.000000000, -1.440000000, -1.450000000, -1.280000000, -5.730000000, -1.840000000, -1.440000000, -1.450000000, -1.840000000, -1.440000000, -1.000000000, 19244.666666667
-1.280000000, -1.300000000, -0.880000000, -1.300000000, -1.450000000, -1.000000000, -6.410000000, -1.280000000, -1.000000000, -1.450000000, -2.240000000, -1.450000000, -1.000000000, 20064.583333333
-1.000000000, -1.300000000, -2.170000000, -1.840000000, -1.300000000, -1.440000000, -6.800000000, -0.580000000, -0.880000000, -1.000000000, -1.300000000, -1.450000000, -1.440000000, 11903.234375000
-2.240000000, -1.840000000, -1.450000000, -1.280000000, -1.840000000, -1.840000000, -6.530000000, -1.280000000, -1.840000000, -2.240000000, -1.840000000, -2.170000000, -1.300000000, 14741.765625000
-0.880000000, -1.000000000, -1.000000000, -0.580000000, -0.880000000, -1.300000000, -6.010000000, -1.000000000, -0.580000000, -1.440000000, -2.170000000, -1.840000000, -2.240000000, 23547.687500000
-2.170000000, -1.840000000, -1.440000000, -1.300000000, -1.280000000, -1.000000000, -6.420000000, -1.840000000, -2.240000000, -1.840000000, -1.280000000, -1.000000000, -1.300000000, 17606.822916667
-1.840000000, -1.450000000, -1.440000000, -1.450000000, -1.440000000, -1.840000000, -6.570000000, -2.170000000, -2.240000000, -1.450000000, -1.000000000, -1.000000000, -1.000000000, 10641.640625000
-1.300000000, -1.280000000, -1.000000000, -0.580000000, -1.000000000, -1.280000000, -6.260000000, -1.840000000, -1.300000000, -1.000000000, -1.000000000, -0.880000000, -1.300000000, 15355.645833333
-1.280000000, -1.000000000, -1.450000000, -2.240000000, -1.450000000, -1.000000000, -5.330000000, -1.840000000, -1.840000000, -1.840000000, -1.280000000, -1.300000000, -2.170000000, 26821.218750000
-1.300000000, -1.280000000, -1.000000000, -0.580000000, -1.440000000, -1.280000000, -5.160000000, -1.000000000, -1.000000000, -0.580000000, -0.880000000, -1.450000000, -1.300000000, 26118.609375000
-1.840000000, -1.840000000, -2.240000000, -1.840000000, -1.450000000, -1.280000000, -8.490000000, -1.280000000, -1.450000000, -1.840000000, -1.440000000, -1.300000000, -1.840000000, 8362.562500000
-2.240000000, -1.280000000, -1.000000000, -1.000000000, -1.300000000, -1.840000000, -8.090000000, -1.840000000, -2.170000000, -2.240000000, -1.280000000, -1.300000000, -1.840000000, 7871.000000000
-1.000000000, -1.300000000, -2.170000000, -1.840000000, -1.440000000, -0.580000000, -5.350000000, -1.300000000, -1.000000000, -1.000000000, -1.280000000, -1.300000000, -1.440000000, 29909.656250000
-1.280000000, -1.000000000, -1.300000000, -1.840000000, -1.840000000, -1.280000000, -6.130000000, -1.840000000, -1.440000000, -1.000000000, -0.580000000, -0.880000000, -1.300000000, 15844.588541667
-0.880000000, -0.580000000, -1.000000000, -0.880000000, -1.000000000, -1.000000000, -4.860000000, -1.840000000, -1.450000000, -1.440000000, -1.280000000, -1.300000000, -1.840000000, 36780.026041667
-1.300000000, -0.880000000, -1.000000000, -1.000000000, -0.580000000, -0.880000000, -7.700000000, -1.440000000, -1.450000000, -1.300000000, -1.000000000, -1.000000000, -1.280000000, 16334.479166667
-2.240000000, -1.280000000, -1.000000000, -1.000000000, -0.580000000, -1.280000000, -6.850000000, -1.000000000, -1.300000000, -2.170000000, -1.840000000, -1.300000000, -1.440000000, 21218.526041667
-1.000000000, -0.880000000, -1.450000000, -2.240000000, -2.170000000, -2.240000000, -5.030000000, -1.000000000, -1.280000000, -1.840000000, -1.840000000, -1.440000000, -1.450000000, 23536.286458333
-1.440000000, -1.280000000, -1.450000000, -2.240000000, -1.840000000, -2.170000000, -5.470000000, -2.240000000, -1.840000000, -1.280000000, -1.300000000, -2.170000000, -2.240000000, 15194.666666667
-1.000000000, -1.300000000, -1.840000000, -1.840000000, -1.280000000, -1.000000000, -6.970000000, -1.440000000, -1.000000000, -0.580000000, -0.880000000, -1.300000000, -1.840000000, 12559.572916667
-1.300000000, -1.280000000, -1.440000000, -1.450000000, -1.440000000, -1.000000000, -4.210000000, -1.000000000, -1.000000000, -1.000000000, -1.000000000, -0.880000000, -1.000000000, 42440.989583333
-1.000000000, -0.580000000, -1.000000000, -1.280000000, -1.840000000, -2.240000000, -5.350000000, -0.580000000, -1.000000000, -1.280000000, -2.240000000, -1.840000000, -1.450000000, 24416.828125000
-1.280000000, -1.000000000, -0.580000000, -1.000000000, -1.280000000, -1.840000000, -6.260000000, -1.300000000, -1.000000000, -1.000000000, -0.880000000, -1.300000000, -1.280000000, 13523.484375000
-1.000000000, -1.450000000, -1.440000000, -1.000000000, -1.000000000, -1.300000000, -6.450000000, -1.300000000, -1.280000000, -1.000000000, -1.300000000, -1.450000000, -0.880000000, 19977.609375000
-1.000000000, -1.440000000, -1.280000000, -0.580000000, -1.440000000, -1.840000000, -5.170000000, -0.580000000, -1.000000000, -1.280000000, -1.300000000, -0.880000000, -1.450000000, 25711.250000000
-1.440000000, -1.000000000, -1.450000000, -2.240000000, -1.280000000, -1.450000000, -3.760000000, -1.000000000, -1.280000000, -1.300000000, -1.440000000, -2.170000000, -1.300000000, 39168.843750000
-0.880000000, -1.000000000, -1.000000000, -0.580000000, -1.000000000, -1.440000000, -6.570000000, -1.280000000, -1.300000000, -1.840000000, -1.450000000, -1.440000000, -1.450000000, 17267.406250000
-1.280000000, -0.580000000, -1.440000000, -1.280000000, -0.580000000, -1.440000000, -6.010000000, -1.450000000, -1.440000000, -1.000000000, -1.300000000, -2.170000000, -1.840000000, 19582.203125000
-2.170000000, -2.240000000, -1.840000000, -1.280000000, -1.450000000, -2.240000000, -5.170000000, -1.450000000, -1.440000000, -1.450000000, -1.300000000, -1.000000000, -1.440000000, 23668.744791667
-1.450000000, -1.440000000, -2.170000000, -1.840000000, -1.440000000, -1.450000000, -6.750000000, -1.840000000, -1.300000000, -0.880000000, -1.300000000, -1.450000000, -1.440000000, 11767.145833333
-0.880000000, -1.300000000, -2.170000000, -1.300000000, -1.440000000, -2.170000000, -7.370000000, -1.280000000, -2.240000000, -1.450000000, -1.440000000, -1.840000000, -1.450000000, 10384.567708333
-1.840000000, -1.450000000, -1.440000000, -1.840000000, -1.840000000, -1.280000000, -6.310000000, -1.840000000, -2.240000000, -2.170000000, -1.840000000, -1.440000000, -1.450000000, 15503.494791667
-1.000000000, -1.280000000, -1.840000000, -1.840000000, -1.300000000, -1.280000000, -6.660000000, -2.170000000, -2.240000000, -2.170000000, -1.840000000, -1.840000000, -1.840000000, 11686.135416667
-1.300000000, -1.000000000, -1.000000000, -1.280000000, -1.840000000, -2.240000000, -8.090000000, -1.450000000, -1.000000000, -1.000000000, -1.280000000, -2.240000000, -1.840000000, 7832.479166667
-1.300000000, -1.450000000, -1.000000000, -1.000000000, -1.280000000, -1.840000000, -6.170000000, -1.300000000, -1.280000000, -0.580000000, -1.440000000, -1.280000000, -0.580000000, 17194.359375000
-2.170000000, -1.300000000, -1.280000000, -2.240000000, -1.840000000, -2.170000000, -4.580000000, -1.840000000, -2.240000000, -1.280000000, -1.000000000, -1.000000000, -0.580000000, 23708.083333333
-1.450000000, -1.000000000, -1.000000000, -1.280000000, -1.840000000, -1.840000000, -5.630000000, -1.280000000, -0.580000000, -1.440000000, -1.280000000, -0.580000000, -1.440000000, 17426.755208333
-1.450000000, -1.840000000, -1.300000000, -1.280000000, -2.240000000, -1.840000000, -5.470000000, -1.000000000, -1.280000000, -2.240000000, -1.450000000, -1.000000000, -1.000000000, 22824.109375000
-1.450000000, -1.300000000, -0.880000000, -0.580000000, -0.880000000, -1.000000000, -3.580000000, -1.000000000, -1.000000000, -1.000000000, -1.280000000, -2.240000000, -2.170000000, 67439.963541667
-1.280000000, -1.440000000, -1.450000000, -1.440000000, -1.000000000, -0.580000000, -4.630000000, -1.000000000, -1.000000000, -1.000000000, -0.880000000, -1.000000000, -0.580000000, 43878.161458333
-2.240000000, -1.280000000, -0.580000000, -1.280000000, -1.840000000, -1.840000000, -4.180000000, -1.000000000, -0.580000000, -1.000000000, -1.280000000, -1.300000000, -1.280000000, 35392.416666667
-1.450000000, -1.280000000, -2.240000000, -1.450000000, -1.000000000, -1.000000000, -4.630000000, -1.440000000, -1.450000000, -1.000000000, -1.280000000, -1.300000000, -0.880000000, 41221.588541667
-1.000000000, -1.000000000, -0.880000000, -1.300000000, -2.170000000, -2.240000000, -3.740000000, -1.300000000, -1.450000000, -1.000000000, -1.000000000, -1.000000000, -1.000000000, 34600.588541667
-1.000000000, -1.300000000, -1.450000000, -1.440000000, -2.170000000, -1.840000000, -7.200000000, -1.000000000, -1.000000000, -1.300000000, -1.840000000, -2.170000000, -1.840000000, 10651.421875000
-2.170000000, -1.440000000, -1.000000000, -1.450000000, -1.440000000, -1.000000000, -6.310000000, -1.440000000, -1.000000000, -1.300000000, -1.280000000, -1.000000000, -1.300000000, 20822.838541667
-1.450000000, -1.440000000, -1.450000000, -1.300000000, -1.440000000, -1.450000000, -4.180000000, -1.450000000, -1.440000000, -1.840000000, -1.840000000, -1.280000000, -1.300000000, 38981.114583333
-1.280000000, -1.840000000, -1.440000000, -1.450000000, -1.440000000, -1.000000000, -5.640000000, -1.440000000, -1.450000000, -1.000000000, -1.000000000, -0.880000000, -1.000000000, 25753.401041667
-1.280000000, -1.450000000, -1.440000000, -1.300000000, -1.280000000, -1.000000000, -6.310000000, -1.440000000, -0.580000000, -1.000000000, -0.880000000, -1.300000000, -2.170000000, 20462.114583333
-1.300000000, -1.000000000, -0.880000000, -0.580000000, -0.880000000, -0.580000000, -3.460000000, -1.000000000, -1.000000000, -1.000000000, -1.000000000, -1.280000000, -1.840000000, 67320.557291667
-1.300000000, -2.170000000, -2.240000000, -1.280000000, -0.580000000, -1.000000000, -4.910000000, -1.840000000, -1.840000000, -1.440000000, -0.580000000, -1.440000000, -2.170000000, 29641.182291667
-1.000000000, -0.580000000, -1.000000000, -1.000000000, -1.000000000, -1.000000000, -6.690000000, -1.840000000, -1.440000000, -1.450000000, -1.440000000, -1.300000000, -2.170000000, 25401.796875000
-1.450000000, -1.840000000, -1.440000000, -1.300000000, -1.840000000, -1.280000000, -6.210000000, -2.170000000, -1.440000000, -1.000000000, -1.300000000, -1.840000000, -2.170000000, 14761.864583333
-0.580000000, -1.280000000, -1.300000000, -1.280000000, -1.300000000, -1.000000000, -6.010000000, -1.440000000, -1.000000000, -1.450000000, -1.440000000, -1.450000000, -1.300000000, 19435.723958333
-1.300000000, -1.280000000, -0.580000000, -1.440000000, -1.280000000, -0.580000000, -6.170000000, -1.280000000, -1.450000000, -1.440000000, -1.000000000, -1.300000000, -2.170000000, 20137.333333333
-1.440000000, -1.000000000, -1.000000000, -1.000000000, -0.580000000, -1.000000000, -6.260000000, -1.280000000, -2.240000000, -1.840000000, -1.280000000, -1.300000000, -2.170000000, 21932.036458333
-1.450000000, -2.240000000, -1.280000000, -1.450000000, -2.240000000, -1.450000000, -5.790000000, -0.580000000, -1.000000000, -1.440000000, -1.840000000, -1.840000000, -1.450000000, 22559.213541667
-1.280000000, -1.840000000, -2.240000000, -1.280000000, -0.580000000, -0.880000000, -5.080000000, -1.840000000, -1.300000000, -1.280000000, -1.840000000, -2.240000000, -1.450000000, 28654.041666667
-1.280000000, -1.300000000, -1.280000000, -2.240000000, -1.280000000, -1.000000000, -5.190000000, -1.280000000, -1.450000000, -1.300000000, -1.280000000, -2.240000000, -2.170000000, 27665.171875000
-1.280000000, -1.440000000, -1.000000000, -0.580000000, -1.440000000, -1.450000000, -5.970000000, -1.280000000, -1.440000000, -0.580000000, -1.280000000, -1.440000000, -0.580000000, 24353.145833333
-2.170000000, -2.240000000, -1.280000000, -1.300000000, -1.280000000, -1.300000000, -6.590000000, -1.840000000, -1.840000000, -2.240000000, -1.840000000, -1.450000000, -0.880000000, 11934.010416667
-2.240000000, -2.170000000, -1.300000000, -1.280000000, -1.840000000, -1.300000000, -5.970000000, -1.440000000, -1.840000000, -1.450000000, -1.280000000, -1.840000000, -1.840000000, 22113.708333333
-1.450000000, -1.000000000, -1.280000000, -1.300000000, -1.000000000, -0.880000000, -6.420000000, -1.300000000, -1.000000000, -1.280000000, -1.300000000, -0.880000000, -1.450000000, 21288.302083333
-1.300000000, -2.170000000, -1.440000000, -1.000000000, -1.000000000, -1.000000000, -4.580000000, -1.300000000, -1.840000000, -1.280000000, -1.300000000, -1.450000000, -1.000000000, 41191.755208333
-1.300000000, -0.880000000, -0.580000000, -1.000000000, -1.440000000, -1.840000000, -5.170000000, -1.450000000, -2.240000000, -2.170000000, -2.240000000, -1.450000000, -0.880000000, 25130.140625000
-1.840000000, -2.170000000, -2.240000000, -2.170000000, -2.240000000, -1.280000000, -5.080000000, -1.300000000, -1.440000000, -1.280000000, -1.450000000, -1.440000000, -1.300000000, 23346.890625000
-0.880000000, -1.000000000, -1.000000000, -0.580000000, -1.440000000, -1.450000000, -4.630000000, -1.440000000, -1.280000000, -1.000000000, -1.300000000, -1.840000000, -1.450000000, 32099.682291667
-2.240000000, -2.170000000, -1.840000000, -2.240000000, -1.840000000, -1.450000000, -5.350000000, -1.840000000, -2.240000000, -1.840000000, -1.450000000, -1.280000000, -1.840000000, 23166.885416667
-1.840000000, -1.450000000, -1.440000000, -1.280000000, -0.580000000, -1.280000000, -7.200000000, -0.580000000, -1.440000000, -1.450000000, -1.440000000, -1.450000000, -1.440000000, 13546.723958333
-0.580000000, -1.440000000, -1.450000000, -1.000000000, -0.880000000, -1.450000000, -5.020000000, -1.300000000, -1.840000000, -1.450000000, -1.440000000, -2.170000000, -2.240000000, 26777.828125000
-0.880000000, -1.300000000, -1.280000000, -0.580000000, -1.440000000, -1.280000000, -5.000000000, -1.440000000, -1.840000000, -1.280000000, -1.300000000, -2.170000000, -1.840000000, 23560.828125000
-1.300000000, -2.170000000, -1.840000000, -1.440000000, -1.000000000, -1.000000000, -4.300000000, -2.170000000, -2.240000000, -1.840000000, -1.840000000, -2.170000000, -1.440000000, 43576.697916667
-1.450000000, -1.300000000, -1.000000000, -0.880000000, -0.580000000, -0.880000000, -3.860000000, -1.440000000, -0.580000000, -0.880000000, -0.580000000, -1.280000000, -1.440000000, 51984.572916667
-1.840000000, -1.450000000, -1.000000000, -1.000000000, -1.000000000, -1.280000000, -6.970000000, -1.450000000, -1.440000000, -1.450000000, -1.440000000, -1.840000000, -1.840000000, 16107.666666667
-0.580000000, -1.440000000, -1.450000000, -0.880000000, -1.450000000, -1.840000000, -5.020000000, -1.000000000, -0.580000000, -0.880000000, -0.580000000, -1.440000000, -1.840000000, 27216.161458333
-1.300000000, -1.450000000, -1.440000000, -2.170000000, -1.840000000, -1.840000000, -7.150000000, -1.840000000, -1.450000000, -0.880000000, -0.580000000, -1.000000000, -1.440000000, 10612.963541667
-0.880000000, -1.300000000, -1.280000000, -1.450000000, -1.840000000, -1.840000000, -4.980000000, -0.580000000, -1.280000000, -1.300000000, -1.440000000, -1.450000000, -1.000000000, 33544.140625000
-1.440000000, -1.450000000, -1.440000000, -1.840000000, -1.840000000, -1.840000000, -6.990000000, -1.280000000, -1.300000000, -1.840000000, -2.170000000, -1.840000000, -2.240000000, 11064.067708333
-1.440000000, -1.280000000, -1.000000000, -0.580000000, -1.000000000, -1.280000000, -7.550000000, -0.880000000, -1.000000000, -0.580000000, -1.000000000, -1.280000000, -2.240000000, 15326.723958333
-1.000000000, -0.880000000, -1.300000000, -1.450000000, -1.000000000, -1.000000000, -4.280000000, -2.240000000, -1.450000000, -1.440000000, -2.170000000, -1.440000000, -1.450000000, 45828.411458333
-1.840000000, -1.840000000, -1.440000000, -1.450000000, -2.240000000, -1.840000000, -6.420000000, -0.880000000, -0.580000000, -1.280000000, -1.840000000, -1.300000000, -1.440000000, 15865.161458333
-1.000000000, -1.450000000, -2.240000000, -1.840000000, -1.840000000, -1.280000000, -4.750000000, -1.280000000, -1.440000000, -1.450000000, -1.440000000, -1.450000000, -1.300000000, 32479.010416667
-1.300000000, -2.170000000, -1.840000000, -2.240000000, -1.280000000, -1.300000000, -6.190000000, -1.450000000, -1.440000000, -1.300000000, -1.280000000, -1.000000000, -1.000000000, 16557.651041667
-0.880000000, -0.580000000, -1.000000000, -1.000000000, -1.000000000, -1.000000000, -4.770000000, -1.000000000, -0.580000000, -0.880000000, -1.000000000, -1.000000000, -1.000000000, 51157.192708333
-1.450000000, -2.240000000, -1.280000000, -1.450000000, -1.300000000, -0.880000000, -4.000000000, -1.300000000, -1.280000000, -1.000000000, -1.000000000, -0.580000000, -0.880000000, 55432.854166667
-1.440000000, -1.000000000, -1.450000000, -1.840000000, -1.300000000, -1.000000000, -3.880000000, -1.300000000, -1.840000000, -1.450000000, -0.880000000, -1.300000000, -1.840000000, 54035.578125000
-1.000000000, -1.000000000, -1.000000000, -1.450000000, -2.240000000, -2.170000000, -5.860000000, -0.580000000, -1.000000000, -1.000000000, -1.000000000, -0.880000000, -1.450000000, 16603.760416667
-1.840000000, -1.840000000, -1.840000000, -1.440000000, -1.300000000, -1.450000000, -6.890000000, -1.450000000, -1.300000000, -1.440000000, -2.170000000, -1.840000000, -1.840000000, 14725.135416667
-0.880000000, -1.450000000, -2.240000000, -1.840000000, -1.280000000, -1.450000000, -4.300000000, -1.000000000, -1.000000000, -1.440000000, -1.280000000, -1.000000000, -1.300000000, 38458.661458333
-1.000000000, -0.880000000, -1.000000000, -1.000000000, -1.450000000, -1.840000000, -6.260000000, -1.300000000, -1.280000000, -2.240000000, -1.280000000, -1.000000000, -1.000000000, 13294.781250000
-1.450000000, -1.440000000, -1.450000000, -2.240000000, -1.280000000, -1.450000000, -5.320000000, -2.170000000, -1.440000000, -0.580000000, -1.280000000, -1.840000000, -2.240000000, 17988.010416667
-1.000000000, -1.450000000, -1.840000000, -1.440000000, -0.580000000, -0.880000000, -5.420000000, -0.580000000, -1.000000000, -1.000000000, -0.880000000, -1.300000000, -1.280000000, 28222.729166667
-2.170000000, -2.240000000, -2.170000000, -2.240000000, -1.280000000, -1.450000000, -4.930000000, -1.440000000, -1.280000000, -1.450000000, -1.440000000, -1.300000000, -1.280000000, 25265.890625000
-1.840000000, -1.280000000, -1.300000000, -1.450000000, -1.000000000, -1.000000000, -5.070000000, -1.450000000, -1.280000000, -1.440000000, -1.300000000, -1.840000000, -1.280000000, 31302.557291667
-1.440000000, -1.450000000, -1.280000000, -1.440000000, -1.300000000, -1.840000000, -5.470000000, -1.280000000, -1.450000000, -1.440000000, -1.450000000, -1.300000000, -1.440000000, 17302.260416667
-1.450000000, -2.240000000, -1.450000000, -1.000000000, -1.440000000, -1.280000000, -5.640000000, -1.000000000, -1.440000000, -1.280000000, -1.300000000, -1.840000000, -1.840000000, 24826.843750000
-1.300000000, -1.840000000, -1.450000000, -1.000000000, -1.000000000, -1.000000000, -4.300000000, -0.880000000, -1.300000000, -1.840000000, -1.450000000, -1.440000000, -2.170000000, 44500.177083333
-1.000000000, -1.000000000, -1.450000000, -2.240000000, -2.170000000, -1.840000000, -4.600000000, -1.000000000, -1.000000000, -1.000000000, -0.880000000, -1.450000000, -2.240000000, 23227.531250000
-2.170000000, -1.440000000, -1.300000000, -1.280000000, -1.300000000, -1.450000000, -4.740000000, -1.280000000, -1.450000000, -1.440000000, -1.300000000, -1.280000000, -0.580000000, 25091.947916667
-1.000000000, -1.000000000, -1.000000000, -1.440000000, -1.450000000, -1.000000000, -4.720000000, -1.000000000, -1.000000000, -1.450000000, -2.240000000, -1.280000000, -1.450000000, 41317.536458333
-1.280000000, -1.840000000, -1.840000000, -1.440000000, -1.450000000, -1.440000000, -4.600000000, -1.280000000, -0.580000000, -1.440000000, -1.450000000, -1.440000000, -1.840000000, 24989.786458333
-1.840000000, -1.840000000, -1.840000000, -2.170000000, -2.240000000, -2.170000000, -6.270000000, -0.880000000, -1.450000000, -1.300000000, -1.440000000, -1.280000000, -1.450000000, 14972.067708333
-1.840000000, -2.240000000, -1.840000000, -2.170000000, -2.240000000, -2.170000000, -8.490000000, -1.450000000, -1.000000000, -1.440000000, -1.280000000, -1.450000000, -1.440000000, 7428.203125000
-1.440000000, -0.580000000, -1.280000000, -1.840000000, -1.840000000, -1.840000000, -6.260000000, -2.240000000, -2.170000000, -2.240000000, -1.450000000, -1.440000000, -1.280000000, 10666.453125000
-1.000000000, -1.000000000, -0.580000000, -0.880000000, -1.450000000, -1.840000000, -4.440000000, -1.450000000, -1.840000000, -1.440000000, -1.300000000, -2.170000000, -1.840000000, 38073.828125000
-2.170000000, -1.840000000, -1.840000000, -1.440000000, -1.450000000, -2.240000000, -6.810000000, -1.450000000, -0.880000000, -0.580000000, -1.280000000, -1.840000000, -1.300000000, 11674.187500000
-0.580000000, -0.880000000, -1.450000000, -1.300000000, -0.880000000, -0.580000000, -3.460000000, -1.000000000, -1.000000000, -1.000000000, -1.000000000, -1.000000000, -1.280000000, 64294.520833333
-1.440000000, -1.450000000, -1.440000000, -1.450000000, -1.300000000, -1.440000000, -4.330000000, -1.300000000, -1.450000000, -1.440000000, -1.840000000, -1.840000000, -1.280000000, 37869.104166667
-1.000000000, -1.000000000, -1.280000000, -2.240000000, -1.840000000, -2.170000000, -8.090000000, -2.240000000, -1.280000000, -1.450000000, -2.240000000, -1.450000000, -1.440000000, 6948.822916667
-1.450000000, -1.440000000, -1.000000000, -1.300000000, -2.170000000, -1.840000000, -6.420000000, -1.840000000, -1.280000000, -0.580000000, -0.880000000, -1.000000000, -1.300000000, 10938.817708333
-1.280000000, -1.840000000, -1.300000000, -1.000000000, -1.440000000, -1.280000000, -5.640000000, -1.000000000, -1.440000000, -1.280000000, -1.300000000, -1.840000000, -1.840000000, 24569.937500000
-1.280000000, -1.450000000, -2.240000000, -1.450000000, -0.880000000, -1.300000000, -4.780000000, -1.440000000, -0.580000000, -1.280000000, -2.240000000, -1.450000000, -1.440000000, 31475.916666667
-1.840000000, -1.300000000, -1.440000000, -2.170000000, -1.300000000, -1.000000000, -5.280000000, -1.280000000, -1.450000000, -1.440000000, -1.450000000, -1.440000000, -0.580000000, 28153.005208333
-1.280000000, -0.580000000, -1.000000000, -0.880000000, -0.580000000, -1.000000000, -5.860000000, -1.450000000, -1.440000000, -2.170000000, -1.440000000, -1.450000000, -1.300000000, 24054.770833333
-1.440000000, -1.000000000, -0.580000000, -0.880000000, -0.580000000, -1.440000000, -6.310000000, -1.000000000, -0.880000000, -1.000000000, -1.450000000, -1.440000000, -1.450000000, 22848.817708333
-0.580000000, -1.000000000, -1.440000000, -1.840000000, -1.840000000, -1.450000000, -5.570000000, -2.170000000, -2.240000000, -1.450000000, -0.880000000, -0.580000000, -1.280000000, 24439.140625000
-1.450000000, -2.240000000, -1.450000000, -1.000000000, -0.880000000, -0.580000000, -5.170000000, -1.440000000, -1.300000000, -1.450000000, -1.440000000, -2.170000000, -1.300000000, 32759.187500000
-1.840000000, -2.170000000, -1.300000000, -1.000000000, -1.000000000, -0.880000000, -5.340000000, -2.240000000, -1.280000000, -0.580000000, -1.000000000, -1.000000000, -1.440000000, 31511.604166667
-1.000000000, -1.000000000, -1.440000000, -1.280000000, -1.000000000, -1.300000000, -5.960000000, -1.450000000, -1.840000000, -1.840000000, -1.840000000, -1.440000000, -1.000000000, 19332.687500000
