@RELATION PBDNN

@ATTRIBUTE NN-5	numeric
@ATTRIBUTE NN-4	numeric
@ATTRIBUTE NN-3	numeric
@ATTRIBUTE NN-2	numeric
@ATTRIBUTE NN-1	numeric
@ATTRIBUTE NN0	numeric
@ATTRIBUTE NN1	numeric
@ATTRIBUTE NN15	numeric
@ATTRIBUTE NN16	numeric
@ATTRIBUTE NN17	numeric
@ATTRIBUTE NN18	numeric
@ATTRIBUTE NN19	numeric
@ATTRIBUTE NN20	numeric
@ATTRIBUTE class	numeric

@DATA
-1.300000000, -1.280000000, -1.000000000, -1.000000000, -1.000000000, -1.000000000, -19.680000000, -1.280000000, -1.840000000, -2.240000000, -1.840000000, -1.280000000, -1.000000000, 249.229166667
-0.880000000, -0.580000000, -1.000000000, -1.440000000, -1.280000000, -1.450000000, -22.030000000, -1.450000000, -1.000000000, -0.880000000, -0.580000000, -1.000000000, -1.440000000, 72.177083333
-2.240000000, -1.450000000, -1.280000000, -1.300000000, -1.000000000, -1.000000000, -22.390000000, -1.000000000, -1.000000000, -1.000000000, -0.580000000, -1.280000000, -2.240000000, 106.875000000
-0.880000000, -1.450000000, -1.840000000, -1.300000000, -1.280000000, -1.840000000, -25.050000000, -0.880000000, -1.300000000, -1.840000000, -1.840000000, -2.170000000, -1.300000000, 39.500000000
-1.000000000, -1.000000000, -1.000000000, -1.300000000, -1.280000000, -1.000000000, -14.690000000, -1.000000000, -0.580000000, -0.880000000, -1.450000000, -1.300000000, -1.000000000, 1489.666666667
-1.280000000, -1.300000000, -1.450000000, -0.880000000, -1.000000000, -1.000000000, -17.700000000, -1.280000000, -2.240000000, -1.450000000, -1.440000000, -1.840000000, -1.450000000, 546.947916667
-1.440000000, -1.280000000, -0.580000000, -0.880000000, -1.000000000, -1.000000000, -13.810000000, -0.580000000, -0.880000000, -1.000000000, -1.000000000, -1.000000000, -0.580000000, 3402.109375000
-2.240000000, -2.170000000, -1.840000000, -2.240000000, -1.840000000, -1.450000000, -23.210000000, -1.000000000, -1.280000000, -1.840000000, -2.240000000, -1.840000000, -2.170000000, 50.651041667
-1.450000000, -1.300000000, -1.280000000, -2.240000000, -2.170000000, -1.300000000, -21.380000000, -1.000000000, -1.440000000, -1.450000000, -1.280000000, -2.240000000, -1.450000000, 71.864583333
-0.880000000, -1.450000000, -2.240000000, -2.170000000, -2.240000000, -1.280000000, -18.640000000, -1.280000000, -0.580000000, -1.440000000, -1.450000000, -1.440000000, -1.840000000, 190.078125000
-1.440000000, -1.450000000, -1.280000000, -1.300000000, -1.280000000, -1.440000000, -21.450000000, -1.840000000, -2.170000000, -1.300000000, -1.280000000, -2.240000000, -1.840000000, 83.359375000
-1.440000000, -1.280000000, -1.300000000, -1.280000000, -1.300000000, -1.280000000, -13.130000000, -1.000000000, -1.000000000, -1.000000000, -1.280000000, -2.240000000, -2.170000000, 2423.916666667
-1.000000000, -0.580000000, -0.880000000, -1.300000000, -1.840000000, -1.450000000, -18.600000000, -1.300000000, -1.000000000, -1.280000000, -1.840000000, -1.440000000, -1.450000000, 206.166666667
-1.300000000, -2.170000000, -2.240000000, -1.280000000, -1.300000000, -1.840000000, -19.190000000, -1.280000000, -2.240000000, -1.450000000, -1.000000000, -1.280000000, -1.440000000, 177.807291667
-2.240000000, -1.450000000, -1.000000000, -0.880000000, -0.580000000, -1.000000000, -21.230000000, -1.280000000, -1.450000000, -2.240000000, -1.450000000, -1.000000000, -0.880000000, 125.614583333
-1.840000000, -1.440000000, -1.000000000, -1.300000000, -1.280000000, -1.000000000, -17.790000000, -1.280000000, -1.300000000, -2.170000000, -1.840000000, -1.840000000, -1.440000000, 240.000000000
-1.840000000, -2.240000000, -1.840000000, -1.280000000, -1.000000000, -1.000000000, -18.930000000, -1.280000000, -0.580000000, -1.280000000, -1.300000000, -1.280000000, -1.300000000, 257.083333333
-1.000000000, -1.280000000, -1.300000000, -1.000000000, -0.880000000, -0.580000000, -18.830000000, -1.440000000, -1.450000000, -1.440000000, -1.450000000, -1.440000000, -1.840000000, 268.838541667
-0.880000000, -1.450000000, -1.300000000, -1.280000000, -1.440000000, -1.000000000, -18.800000000, -1.000000000, -0.880000000, -1.450000000, -2.240000000, -1.450000000, -1.280000000, 349.651041667
-0.580000000, -1.440000000, -1.840000000, -1.280000000, -1.300000000, -2.170000000, -17.960000000, -1.300000000, -1.280000000, -2.240000000, -1.840000000, -1.280000000, -1.300000000, 248.848958333
-1.440000000, -1.280000000, -1.450000000, -1.440000000, -1.300000000, -1.280000000, -22.080000000, -1.840000000, -1.300000000, -1.000000000, -1.440000000, -1.280000000, -1.450000000, 50.322916667
-0.880000000, -1.300000000, -1.450000000, -1.280000000, -1.300000000, -1.000000000, -17.590000000, -1.280000000, -2.240000000, -1.840000000, -1.450000000, -1.000000000, -0.880000000, 491.796875000
-2.240000000, -1.450000000, -1.440000000, -1.840000000, -1.450000000, -0.880000000, -15.820000000, -1.000000000, -1.450000000, -2.240000000, -1.450000000, -0.880000000, -1.300000000, 793.151041667
-1.300000000, -1.450000000, -1.000000000, -1.000000000, -0.880000000, -1.450000000, -19.690000000, -1.450000000, -1.300000000, -1.440000000, -1.450000000, -1.000000000, -1.000000000, 160.098958333
-1.280000000, -1.000000000, -1.000000000, -1.000000000, -0.580000000, -1.000000000, -18.560000000, -1.440000000, -1.000000000, -1.000000000, -1.000000000, -1.000000000, -1.450000000, 496.723958333
-1.300000000, -1.840000000, -1.450000000, -1.440000000, -1.280000000, -0.580000000, -22.530000000, -1.840000000, -1.840000000, -1.840000000, -1.450000000, -1.440000000, -1.840000000, 63.734375000
-0.580000000, -1.000000000, -1.280000000, -1.840000000, -1.440000000, -1.300000000, -19.700000000, -1.000000000, -0.880000000, -1.300000000, -1.450000000, -1.000000000, -1.000000000, 240.255208333
-2.170000000, -2.240000000, -2.170000000, -2.240000000, -1.840000000, -2.170000000, -19.320000000, -1.840000000, -1.840000000, -2.170000000, -1.440000000, -1.300000000, -1.840000000, 134.046875000
-1.280000000, -0.580000000, -1.440000000, -1.280000000, -0.580000000, -1.440000000, -21.630000000, -1.840000000, -1.280000000, -0.580000000, -0.880000000, -1.000000000, -1.300000000, 71.979166667
-1.440000000, -0.580000000, -1.440000000, -2.170000000, -2.240000000, -1.280000000, -22.570000000, -1.840000000, -2.170000000, -1.300000000, -1.000000000, -1.000000000, -1.280000000, 51.369791667
-1.840000000, -1.840000000, -2.240000000, -2.170000000, -2.240000000, -1.450000000, -18.910000000, -1.280000000, -1.000000000, -1.300000000, -2.170000000, -1.300000000, -1.280000000, 209.854166667
-1.440000000, -1.000000000, -1.000000000, -1.000000000, -0.580000000, -1.000000000, -24.460000000, -1.840000000, -1.440000000, -1.300000000, -1.450000000, -1.440000000, -2.170000000, 29.276041667
-1.000000000, -1.440000000, -1.450000000, -1.000000000, -1.280000000, -1.440000000, -16.600000000, -1.300000000, -1.280000000, -1.000000000, -1.000000000, -0.580000000, -0.880000000, 1061.114583333
-1.000000000, -1.000000000, -1.000000000, -1.280000000, -1.840000000, -2.240000000, -19.660000000, -1.840000000, -1.440000000, -1.000000000, -1.300000000, -1.280000000, -1.300000000, 148.250000000
-2.170000000, -1.840000000, -2.240000000, -1.840000000, -2.170000000, -2.240000000, -23.040000000, -1.440000000, -1.300000000, -2.170000000, -1.840000000, -1.300000000, -1.280000000, 32.828125000
-1.280000000, -2.240000000, -1.840000000, -1.840000000, -2.170000000, -2.240000000, -19.890000000, -1.000000000, -1.000000000, -1.440000000, -1.840000000, -1.840000000, -1.840000000, 133.588541667
-1.450000000, -1.440000000, -1.450000000, -1.440000000, -1.280000000, -1.000000000, -13.850000000, -0.580000000, -0.880000000, -0.580000000, -1.280000000, -1.440000000, -1.450000000, 1971.536458333
-0.880000000, -0.580000000, -0.880000000, -0.580000000, -1.000000000, -1.000000000, -15.720000000, -0.580000000, -1.440000000, -1.280000000, -1.000000000, -1.000000000, -0.580000000, 1021.906250000
-1.000000000, -1.000000000, -1.300000000, -1.280000000, -1.300000000, -1.280000000, -15.670000000, -0.880000000, -0.580000000, -0.880000000, -1.000000000, -1.000000000, -0.580000000, 763.359375000
-1.840000000, -1.450000000, -1.280000000, -1.840000000, -1.840000000, -2.240000000, -21.150000000, -0.880000000, -1.300000000, -1.840000000, -1.450000000, -1.280000000, -2.240000000, 70.791666667
-1.840000000, -1.450000000, -1.440000000, -1.450000000, -1.440000000, -1.840000000, -20.320000000, -1.280000000, -1.440000000, -1.000000000, -1.000000000, -1.000000000, -1.000000000, 180.437500000
-1.450000000, -1.300000000, -0.880000000, -1.000000000, -0.580000000, -1.000000000, -18.940000000, -1.280000000, -1.450000000, -1.440000000, -1.450000000, -1.440000000, -1.300000000, 275.020833333
-1.280000000, -1.450000000, -1.440000000, -1.450000000, -1.300000000, -1.000000000, -22.540000000, -1.450000000, -1.840000000, -1.840000000, -2.240000000, -1.840000000, -2.170000000, 52.098958333
-1.440000000, -1.300000000, -2.170000000, -1.840000000, -1.300000000, -1.280000000, -21.480000000, -1.000000000, -1.450000000, -2.240000000, -2.170000000, -1.840000000, -1.300000000, 136.083333333
-1.000000000, -1.000000000, -0.580000000, -1.440000000, -1.450000000, -0.880000000, -18.100000000, -1.000000000, -1.000000000, -0.880000000, -1.000000000, -1.450000000, -1.440000000, 410.786458333
-1.000000000, -1.000000000, -0.880000000, -1.450000000, -2.240000000, -2.170000000, -20.140000000, -0.580000000, -1.440000000, -1.280000000, -0.580000000, -1.440000000, -1.450000000, 135.187500000
-1.840000000, -1.440000000, -1.000000000, -1.300000000, -1.280000000, -1.300000000, -20.320000000, -1.840000000, -1.450000000, -1.440000000, -1.450000000, -1.440000000, -1.840000000, 151.250000000
-1.280000000, -1.300000000, -1.280000000, -1.000000000, -1.000000000, -0.580000000, -13.550000000, -1.280000000, -2.240000000, -2.170000000, -1.840000000, -1.440000000, -1.450000000, 2918.500000000
-1.000000000, -0.580000000, -1.440000000, -1.280000000, -1.300000000, -1.280000000, -13.710000000, -1.000000000, -1.000000000, -1.000000000, -1.000000000, -1.000000000, -1.280000000, 1598.635416667
-1.840000000, -2.240000000, -1.280000000, -0.580000000, -1.440000000, -1.450000000, -25.240000000, -1.280000000, -1.450000000, -2.240000000, -2.170000000, -2.240000000, -2.170000000, 27.458333333
-1.840000000, -1.280000000, -1.000000000, -1.000000000, -0.580000000, -0.880000000, -19.330000000, -1.280000000, -1.300000000, -1.280000000, -1.300000000, -1.000000000, -1.280000000, 244.151041667
-1.000000000, -1.000000000, -0.580000000, -0.880000000, -0.580000000, -0.880000000, -20.340000000, -1.280000000, -2.240000000, -2.170000000, -1.840000000, -2.240000000, -2.170000000, 178.932291667
-1.840000000, -1.840000000, -1.840000000, -1.840000000, -2.240000000, -1.280000000, -23.140000000, -1.000000000, -1.000000000, -1.000000000, -1.000000000, -0.880000000, -1.300000000, 48.119791667
-1.000000000, -1.300000000, -2.170000000, -1.840000000, -1.440000000, -1.000000000, -19.760000000, -1.280000000, -1.450000000, -1.440000000, -1.450000000, -1.840000000, -2.240000000, 245.765625000
-1.840000000, -1.840000000, -2.240000000, -1.280000000, -0.580000000, -0.880000000, -19.090000000, -1.280000000, -1.000000000, -1.000000000, -1.300000000, -2.170000000, -1.840000000, 262.671875000
-1.000000000, -1.000000000, -1.000000000, -1.000000000, -1.000000000, -1.000000000, -14.100000000, -1.280000000, -1.000000000, -1.300000000, -1.280000000, -1.000000000, -1.000000000, 1839.583333333
-1.000000000, -1.000000000, -0.880000000, -1.000000000, -0.580000000, -1.280000000, -16.780000000, -1.280000000, -1.000000000, -1.000000000, -0.580000000, -0.880000000, -1.450000000, 509.234375000
-2.170000000, -1.300000000, -1.280000000, -1.840000000, -2.240000000, -2.170000000, -21.590000000, -1.440000000, -1.840000000, -2.170000000, -1.440000000, -1.450000000, -1.840000000, 124.750000000
-2.240000000, -1.840000000, -2.170000000, -1.440000000, -1.450000000, -1.300000000, -16.900000000, -0.880000000, -0.580000000, -1.000000000, -1.280000000, -2.240000000, -1.450000000, 732.062500000
-0.580000000, -1.000000000, -0.880000000, -1.300000000, -1.450000000, -1.280000000, -19.850000000, -2.240000000, -1.280000000, -0.580000000, -1.000000000, -0.880000000, -1.300000000, 159.203125000
-1.280000000, -2.240000000, -2.170000000, -2.240000000, -2.170000000, -1.300000000, -20.360000000, -2.170000000, -2.240000000, -2.170000000, -1.300000000, -1.440000000, -1.450000000, 134.000000000
-1.280000000, -1.000000000, -1.300000000, -1.840000000, -1.450000000, -1.440000000, -21.030000000, -1.440000000, -1.840000000, -1.280000000, -1.450000000, -1.440000000, -1.450000000, 124.562500000
-0.580000000, -1.000000000, -0.880000000, -1.450000000, -2.240000000, -1.840000000, -21.930000000, -0.880000000, -1.000000000, -1.300000000, -1.450000000, -1.440000000, -2.170000000, 77.838541667
-1.280000000, -2.240000000, -1.840000000, -1.280000000, -1.300000000, -2.170000000, -20.740000000, -1.000000000, -0.580000000, -0.880000000, -1.450000000, -1.300000000, -1.000000000, 110.916666667
-2.170000000, -1.440000000, -1.000000000, -1.450000000, -2.240000000, -1.450000000, -21.470000000, -1.300000000, -1.440000000, -2.170000000, -1.840000000, -1.840000000, -2.240000000, 77.114583333
-1.280000000, -1.840000000, -1.840000000, -1.300000000, -1.000000000, -1.000000000, -14.800000000, -1.450000000, -2.240000000, -1.840000000, -1.280000000, -1.450000000, -1.300000000, 1153.171875000
-1.000000000, -1.000000000, -0.580000000, -1.440000000, -1.450000000, -1.000000000, -21.080000000, -1.000000000, -1.280000000, -1.840000000, -1.300000000, -1.440000000, -2.170000000, 157.479166667
-1.840000000, -1.840000000, -1.840000000, -1.280000000, -1.300000000, -2.170000000, -21.380000000, -1.000000000, -0.580000000, -1.440000000, -1.450000000, -1.280000000, -2.240000000, 81.927083333
-1.440000000, -1.450000000, -1.300000000, -1.440000000, -1.450000000, -1.000000000, -19.000000000, -1.450000000, -1.440000000, -1.450000000, -1.300000000, -1.440000000, -1.450000000, 342.671875000
-1.450000000, -1.280000000, -1.840000000, -1.440000000, -1.000000000, -1.450000000, -20.510000000, -1.840000000, -1.450000000, -1.000000000, -1.000000000, -1.000000000, -1.280000000, 103.421875000
-1.280000000, -0.580000000, -1.000000000, -1.000000000, -1.280000000, -2.240000000, -25.320000000, -1.300000000, -2.170000000, -1.300000000, -1.440000000, -1.840000000, -2.170000000, 23.963541667
-1.440000000, -1.450000000, -1.300000000, -1.000000000, -0.880000000, -0.580000000, -15.560000000, -0.580000000, -0.880000000, -1.000000000, -1.450000000, -1.300000000, -1.000000000, 1659.166666667
-1.840000000, -2.170000000, -1.840000000, -2.240000000, -1.840000000, -1.840000000, -18.460000000, -1.300000000, -1.840000000, -1.450000000, -1.440000000, -2.170000000, -1.440000000, 252.432291667
-2.170000000, -1.840000000, -1.440000000, -1.450000000, -2.240000000, -2.170000000, -18.410000000, -1.000000000, -1.000000000, -0.580000000, -1.440000000, -1.450000000, -1.000000000, 415.036458333
-1.000000000, -0.880000000, -1.450000000, -2.240000000, -1.840000000, -1.280000000, -16.430000000, -1.280000000, -1.300000000, -1.000000000, -0.880000000, -1.000000000, -1.000000000, 625.968750000
-1.300000000, -1.280000000, -1.450000000, -1.440000000, -1.300000000, -1.280000000, -17.980000000, -1.280000000, -1.300000000, -1.440000000, -1.450000000, -1.000000000, -1.280000000, 442.041666667
-1.440000000, -2.170000000, -1.840000000, -2.240000000, -1.840000000, -1.450000000, -23.690000000, -2.240000000, -2.170000000, -2.240000000, -1.280000000, -1.300000000, -1.280000000, 27.578125000
-1.840000000, -1.440000000, -0.580000000, -1.280000000, -1.440000000, -1.000000000, -19.950000000, -2.240000000, -2.170000000, -1.840000000, -1.840000000, -1.840000000, -1.440000000, 159.286458333
-1.300000000, -1.000000000, -1.000000000, -1.000000000, -0.880000000, -1.000000000, -17.290000000, -2.240000000, -1.450000000, -1.000000000, -1.000000000, -1.000000000, -0.880000000, 724.151041667
-2.170000000, -1.440000000, -1.450000000, -1.300000000, -1.000000000, -1.000000000, -19.660000000, -0.580000000, -1.440000000, -2.170000000, -1.440000000, -1.450000000, -1.300000000, 253.817708333
-1.840000000, -1.300000000, -1.000000000, -1.280000000, -2.240000000, -1.840000000, -19.200000000, -0.580000000, -1.280000000, -1.440000000, -1.000000000, -0.580000000, -0.880000000, 124.276041667
-1.440000000, -1.300000000, -1.280000000, -0.580000000, -1.440000000, -1.280000000, -19.970000000, -1.840000000, -1.840000000, -1.840000000, -1.280000000, -0.580000000, -0.880000000, 132.322916667
-2.240000000, -1.280000000, -1.450000000, -1.840000000, -1.440000000, -1.000000000, -17.770000000, -1.450000000, -1.440000000, -1.450000000, -1.300000000, -1.440000000, -1.450000000, 299.385416667
-2.240000000, -2.170000000, -1.840000000, -2.240000000, -2.170000000, -1.840000000, -21.000000000, -1.440000000, -1.280000000, -1.000000000, -1.000000000, -1.450000000, -1.440000000, 68.088541667
-1.280000000, -1.840000000, -1.300000000, -1.440000000, -1.450000000, -1.280000000, -20.060000000, -1.300000000, -1.450000000, -1.280000000, -1.440000000, -0.580000000, -0.880000000, 186.447916667
-1.300000000, -0.880000000, -0.580000000, -1.280000000, -1.300000000, -1.280000000, -19.080000000, -1.440000000, -1.450000000, -1.300000000, -1.000000000, -1.000000000, -1.440000000, 185.338541667
-1.450000000, -1.000000000, -0.880000000, -0.580000000, -1.440000000, -2.170000000, -22.860000000, -2.240000000, -2.170000000, -1.440000000, -0.580000000, -1.000000000, -1.280000000, 67.401041667
-1.450000000, -1.440000000, -1.840000000, -1.840000000, -1.280000000, -1.000000000, -25.520000000, -1.280000000, -1.300000000, -1.840000000, -2.170000000, -1.300000000, -1.280000000, 20.364583333
-1.300000000, -0.880000000, -1.450000000, -2.240000000, -1.840000000, -1.280000000, -17.730000000, -1.000000000, -1.450000000, -1.840000000, -1.840000000, -1.840000000, -1.440000000, 471.432291667
-1.000000000, -0.880000000, -1.450000000, -2.240000000, -1.450000000, -1.280000000, -18.600000000, -2.240000000, -1.450000000, -1.000000000, -0.880000000, -1.000000000, -1.000000000, 239.354166667
-2.240000000, -1.280000000, -1.000000000, -1.300000000, -1.450000000, -0.880000000, -23.620000000, -2.240000000, -1.840000000, -1.280000000, -1.000000000, -0.580000000, -0.880000000, 60.744791667
-1.840000000, -1.450000000, -1.440000000, -1.450000000, -1.000000000, -1.000000000, -19.840000000, -1.000000000, -1.450000000, -1.840000000, -1.440000000, -1.450000000, -1.840000000, 265.906250000
-1.000000000, -1.000000000, -1.280000000, -2.240000000, -1.450000000, -1.000000000, -20.970000000, -2.240000000, -1.450000000, -1.280000000, -2.240000000, -1.450000000, -0.880000000, 168.005208333
-1.300000000, -2.170000000, -2.240000000, -1.450000000, -1.280000000, -1.300000000, -18.380000000, -1.300000000, -1.000000000, -0.880000000, -0.580000000, -0.880000000, -0.580000000, 286.296875000
-1.450000000, -1.440000000, -1.300000000, -1.450000000, -1.440000000, -2.170000000, -21.320000000, -1.440000000, -1.280000000, -1.450000000, -1.440000000, -1.300000000, -1.450000000, 66.583333333
-1.000000000, -1.000000000, -1.000000000, -0.580000000, -0.880000000, -0.580000000, -20.640000000, -0.580000000, -1.280000000, -2.240000000, -2.170000000, -1.840000000, -2.240000000, 200.427083333
-1.450000000, -1.000000000, -1.000000000, -0.880000000, -1.300000000, -1.450000000, -18.950000000, -1.440000000, -1.300000000, -1.840000000, -1.280000000, -1.450000000, -1.440000000, 223.635416667
-2.170000000, -2.240000000, -2.170000000, -1.300000000, -1.000000000, -1.280000000, -22.490000000, -2.170000000, -1.300000000, -1.440000000, -1.450000000, -0.880000000, -1.450000000, 76.781250000
-1.450000000, -1.000000000, -1.000000000, -0.880000000, -1.000000000, -1.450000000, -20.520000000, -1.300000000, -1.440000000, -1.450000000, -1.000000000, -1.000000000, -0.880000000, 143.911458333
-1.450000000, -0.880000000, -1.300000000, -1.450000000, -0.880000000, -0.580000000, -17.750000000, -0.880000000, -1.300000000, -1.450000000, -0.880000000, -1.000000000, -1.450000000, 630.437500000
-2.170000000, -1.300000000, -1.280000000, -1.300000000, -1.000000000, -1.000000000, -22.480000000, -1.450000000, -1.440000000, -1.840000000, -1.840000000, -1.280000000, -1.000000000, 69.473958333
-1.280000000, -2.240000000, -1.450000000, -1.280000000, -1.440000000, -1.450000000, -19.060000000, -1.840000000, -1.300000000, -1.440000000, -2.170000000, -1.440000000, -1.450000000, 143.911458333
-1.000000000, -1.000000000, -1.300000000, -1.280000000, -1.450000000, -2.240000000, -18.680000000, -1.450000000, -0.880000000, -1.300000000, -1.450000000, -0.880000000, -0.580000000, 231.739583333
-2.240000000, -2.170000000, -2.240000000, -1.280000000, -1.450000000, -1.300000000, -18.260000000, -1.840000000, -1.840000000, -2.170000000, -2.240000000, -2.170000000, -2.240000000, 193.729166667
-1.280000000, -1.000000000, -1.000000000, -0.580000000, -1.440000000, -1.450000000, -17.680000000, -1.300000000, -1.000000000, -1.000000000, -0.880000000, -1.000000000, -1.450000000, 418.171875000
-1.840000000, -1.280000000, -1.450000000, -1.440000000, -1.450000000, -1.840000000, -16.620000000, -0.880000000, -1.300000000, -1.840000000, -1.450000000, -1.440000000, -2.170000000, 284.541666667
-1.000000000, -1.000000000, -1.450000000, -1.840000000, -1.440000000, -1.300000000, -23.590000000, -2.240000000, -1.840000000, -1.280000000, -1.300000000, -2.170000000, -2.240000000, 34.291666667
-2.240000000, -2.170000000, -2.240000000, -1.280000000, -1.300000000, -1.450000000, -17.750000000, -1.440000000, -1.450000000, -1.440000000, -1.840000000, -1.280000000, -1.450000000, 269.109375000
-1.840000000, -2.240000000, -2.170000000, -2.240000000, -2.170000000, -1.840000000, -22.140000000, -1.840000000, -2.170000000, -1.300000000, -1.440000000, -1.450000000, -1.440000000, 95.208333333
-1.300000000, -1.440000000, -1.280000000, -1.450000000, -1.440000000, -1.300000000, -22.080000000, -1.280000000, -1.840000000, -1.300000000, -1.000000000, -1.440000000, -1.280000000, 53.130208333
-2.240000000, -2.170000000, -1.300000000, -1.280000000, -1.840000000, -2.240000000, -22.310000000, -1.450000000, -1.440000000, -1.840000000, -2.170000000, -1.440000000, -1.450000000, 91.296875000
-1.440000000, -1.450000000, -1.300000000, -1.000000000, -1.000000000, -0.880000000, -18.340000000, -1.440000000, -2.170000000, -1.440000000, -1.450000000, -1.300000000, -1.000000000, 393.885416667
-1.840000000, -2.240000000, -1.840000000, -2.170000000, -2.240000000, -2.170000000, -21.150000000, -1.280000000, -1.300000000, -1.840000000, -1.840000000, -1.840000000, -2.170000000, 81.640625000
-1.840000000, -1.840000000, -1.840000000, -2.240000000, -1.280000000, -1.450000000, -22.690000000, -1.000000000, -1.000000000, -1.000000000, -0.880000000, -1.300000000, -1.840000000, 55.906250000
-0.580000000, -1.000000000, -1.000000000, -1.000000000, -0.880000000, -1.450000000, -21.970000000, -1.300000000, -1.280000000, -0.580000000, -1.440000000, -1.280000000, -0.580000000, 126.427083333
-1.000000000, -1.000000000, -1.000000000, -0.880000000, -1.000000000, -1.300000000, -18.230000000, -1.450000000, -1.000000000, -1.000000000, -1.000000000, -0.880000000, -1.450000000, 535.447916667
-1.000000000, -1.440000000, -1.280000000, -1.000000000, -1.300000000, -1.840000000, -19.580000000, -1.440000000, -1.280000000, -1.000000000, -0.580000000, -0.880000000, -1.300000000, 134.338541667
-1.000000000, -0.880000000, -1.300000000, -1.840000000, -1.840000000, -2.170000000, -17.750000000, -1.840000000, -1.840000000, -1.840000000, -1.300000000, -1.280000000, -1.840000000, 177.583333333
-2.240000000, -1.280000000, -1.000000000, -1.000000000, -1.000000000, -1.450000000, -20.590000000, -2.240000000, -1.280000000, -1.300000000, -1.450000000, -1.000000000, -1.000000000, 195.192708333
-1.000000000, -1.000000000, -1.000000000, -1.000000000, -1.000000000, -1.440000000, -15.980000000, -0.580000000, -1.440000000, -2.170000000, -1.440000000, -1.300000000, -1.450000000, 1529.718750000
-1.300000000, -1.840000000, -2.170000000, -1.840000000, -2.240000000, -1.450000000, -17.460000000, -1.280000000, -1.440000000, -0.580000000, -1.280000000, -1.440000000, -0.580000000, 403.041666667
