@RELATION Infoplasmid

@ATTRIBUTE att1 numeric
@ATTRIBUTE att2 numeric
@ATTRIBUTE att3 numeric
@ATTRIBUTE att4 numeric
@ATTRIBUTE att5 numeric
@ATTRIBUTE att6 numeric
@ATTRIBUTE att7 numeric
@ATTRIBUTE att8 numeric
@ATTRIBUTE att9 numeric
@ATTRIBUTE att10 numeric
@ATTRIBUTE att11 numeric
@ATTRIBUTE att12 numeric
@ATTRIBUTE att13 numeric
@ATTRIBUTE att14 numeric
@ATTRIBUTE att15 numeric
@ATTRIBUTE att16 numeric
@ATTRIBUTE class {F,P,Q,V}

@DATA
41.390000000, -16.899000000, -12.566000000, 0.416200000, 45.340000000, 680.163400000, 57.090000000, 59.730000000, 61.500000000, -0.236100000, 50.220945192, -11.910000000, 0.043700000, -15.840000000, -15.620000000, 53.710000000, V
40.370000000, -14.871000000, -12.735000000, -0.279700000, 45.640000000, 1503.957700000, 42.980000000, 41.790000000, 47.900000000, -0.148900000, 48.371841256, -12.488000000, -0.043400000, -12.842000000, -11.859000000, 50.010000000, V
56.630000000, -11.708000000, -15.466000000, -0.372700000, 56.310000000, 5135.009100000, 38.030000000, 37.160000000, 43.030000000, -0.625000000, 50.381912155, -15.230000000, -0.730000000, -9.551000000, -12.241000000, 49.660000000, F
47.560000000, -14.186000000, -15.654000000, -0.461700000, 55.050000000, 2020.520000000, 45.040000000, 41.990000000, 52.990000000, 0.051300000, 48.698388660, -12.384000000, 0.237100000, -11.545000000, -13.805000000, 44.440000000, P
56.630000000, -9.462000000, -15.466000000, -0.372700000, 56.310000000, 11725.097900000, 38.030000000, 32.970000000, 35.000000000, -0.206500000, 50.381912155, -15.230000000, -0.730000000, -11.640000000, -12.241000000, 49.660000000, F
58.010000000, -10.895000000, -15.284000000, -0.426500000, 54.530000000, 6691.834800000, 32.400000000, 38.470000000, 38.700000000, -0.789500000, 48.290000856, -15.226000000, -0.656100000, -9.556000000, -9.901000000, 44.970000000, F
55.420000000, -10.873000000, -15.377000000, -0.446600000, 56.060000000, 7135.119600000, 40.260000000, 39.330000000, 38.040000000, -0.601000000, 47.678799079, -15.202000000, -0.364500000, -10.132000000, -11.381000000, 44.860000000, F
46.230000000, -16.867000000, -17.011000000, -0.160200000, 56.850000000, 716.705800000, 39.410000000, 57.120000000, 56.320000000, -0.056400000, 51.199644257, -14.029000000, -0.669000000, -15.859000000, -12.308000000, 57.770000000, Q
56.370000000, -13.715000000, -15.530000000, -0.000500000, 55.120000000, 2383.640700000, 66.710000000, 53.890000000, 46.420000000, -0.121800000, 49.792371162, -14.470000000, 0.147900000, -15.753000000, -18.505000000, 61.030000000, Q
37.090000000, -15.972000000, -12.073000000, -0.217900000, 37.070000000, 928.628300000, 48.680000000, 47.360000000, 51.750000000, -0.036400000, 48.881599331, -12.159000000, -0.411700000, -15.028000000, -14.193000000, 53.350000000, V
43.910000000, -16.265000000, -13.113000000, 0.212200000, 45.610000000, 836.736800000, 51.350000000, 46.360000000, 52.450000000, -0.083800000, 51.053037131, -12.081000000, -0.059900000, -13.676000000, -15.328000000, 54.010000000, V
53.780000000, -12.552000000, -15.190000000, 0.153200000, 55.930000000, 3565.215500000, 49.660000000, 48.350000000, 51.230000000, -0.152500000, 50.473202976, -13.330000000, -0.363400000, -14.439000000, -13.634000000, 48.780000000, P
49.260000000, -16.816000000, -14.235000000, -0.266500000, 53.620000000, 674.944300000, 55.750000000, 46.530000000, 61.970000000, -0.106700000, 44.334366440, -12.811000000, -0.587700000, -13.606000000, -14.330000000, 47.450000000, V
58.010000000, -9.454000000, -15.155000000, -0.458200000, 53.520000000, 10871.187800000, 35.010000000, 47.480000000, 38.550000000, -0.382900000, 47.854662658, -15.226000000, -0.656100000, -13.300000000, -10.363000000, 44.970000000, F
51.600000000, -11.727000000, -12.740000000, 0.107100000, 47.810000000, 6625.058500000, 43.820000000, 49.670000000, 40.000000000, -0.436000000, 48.324585893, -13.084000000, -0.038000000, -14.772000000, -13.249000000, 54.890000000, P
49.440000000, -11.834000000, -14.163000000, -0.572300000, 50.750000000, 7330.842500000, 40.470000000, 39.800000000, 39.120000000, -0.944500000, 49.333758243, -13.858000000, -0.674700000, -9.876000000, -12.752000000, 48.090000000, F
36.850000000, -16.615000000, -11.494000000, 0.098400000, 44.260000000, 748.128200000, 43.800000000, 37.350000000, 55.140000000, 0.275700000, 47.754388557, -9.842000000, 0.051400000, -11.606000000, -10.823000000, 49.580000000, V
54.110000000, -15.136000000, -12.927000000, 0.229000000, 48.210000000, 1309.376300000, 54.100000000, 52.160000000, 56.100000000, -0.755800000, 48.593533726, -14.202000000, -0.213500000, -16.097000000, -13.631000000, 45.700000000, P
56.630000000, -11.344000000, -15.466000000, -0.372700000, 56.310000000, 6519.883800000, 38.030000000, 37.160000000, 44.240000000, -0.272300000, 50.381912155, -15.230000000, -0.730000000, -9.551000000, -12.241000000, 49.660000000, F
53.920000000, -12.174000000, -16.037000000, -0.172000000, 54.700000000, 5228.967000000, 56.920000000, 46.140000000, 46.010000000, -0.680000000, 52.057671862, -14.377000000, 0.062500000, -13.434000000, -15.767000000, 42.350000000, Q
34.700000000, -15.621000000, -16.278000000, -0.110800000, 53.410000000, 1103.533400000, 43.510000000, 47.650000000, 51.900000000, 0.057400000, 50.796802602, -11.426000000, -0.275700000, -15.604000000, -12.846000000, 52.500000000, Q
37.300000000, -16.584000000, -12.342000000, 0.349100000, 44.340000000, 746.964600000, 42.790000000, 37.970000000, 54.590000000, 0.258500000, 47.355284548, -10.069000000, 0.035000000, -11.509000000, -10.525000000, 54.190000000, V
36.850000000, -16.615000000, -11.494000000, 0.098400000, 44.260000000, 748.128200000, 43.800000000, 37.350000000, 55.140000000, 0.275700000, 47.754388557, -9.842000000, 0.051400000, -11.606000000, -10.823000000, 47.290000000, V
56.370000000, -14.939000000, -15.497000000, -0.000400000, 54.520000000, 1499.703800000, 66.710000000, 53.890000000, 52.320000000, -0.313900000, 49.792371162, -14.470000000, 0.147900000, -15.753000000, -18.505000000, 59.060000000, Q
45.980000000, -16.484000000, -13.955000000, 0.270900000, 49.760000000, 891.580000000, 53.480000000, 50.000000000, 55.770000000, -0.584200000, 47.559518459, -13.794000000, 0.004400000, -12.954000000, -14.033000000, 51.710000000, P
44.070000000, -15.841000000, -12.862000000, 0.384900000, 46.320000000, 986.464600000, 55.210000000, 49.110000000, 50.820000000, -0.038600000, 49.678924188, -12.111000000, -0.048700000, -13.324000000, -15.984000000, 46.190000000, V
48.280000000, -16.015000000, -15.823000000, -0.094900000, 59.570000000, 989.692600000, 50.410000000, 64.080000000, 51.750000000, -0.092600000, 50.932395387, -13.396000000, 0.032500000, -17.757000000, -15.015000000, 60.220000000, Q
42.910000000, -16.851000000, -15.714000000, 0.028700000, 56.230000000, 720.596200000, 44.500000000, 43.810000000, 56.450000000, -0.026100000, 51.606663463, -13.299000000, -0.334400000, -13.059000000, -14.010000000, 49.330000000, Q
58.080000000, -15.577000000, -16.348000000, 0.195000000, 57.400000000, 1035.971300000, 53.330000000, 50.770000000, 52.400000000, -0.569500000, 47.433304717, -15.990000000, -0.060900000, -14.611000000, -14.350000000, 54.950000000, F
39.260000000, -14.732000000, -11.961000000, -0.175100000, 43.070000000, 1581.549100000, 42.140000000, 53.490000000, 46.830000000, 0.050200000, 48.012626409, -10.646000000, -0.075100000, -15.458000000, -10.535000000, 49.110000000, V
57.420000000, -10.416000000, -12.498000000, 0.456700000, 46.260000000, 11066.787500000, 49.970000000, 48.170000000, 38.780000000, -0.850900000, 47.648053047, -16.014000000, 0.071000000, -12.035000000, -13.191000000, 39.080000000, F
40.500000000, -13.726000000, -12.666000000, 0.029000000, 42.280000000, 2603.395600000, 54.270000000, 49.210000000, 49.520000000, -0.265900000, 48.438030389, -12.066000000, -0.794800000, -16.489000000, -15.730000000, 63.090000000, V
37.740000000, -13.315000000, -14.301000000, 0.246700000, 46.690000000, 2815.849200000, 46.570000000, 54.430000000, 50.870000000, -0.662500000, 47.901092395, -11.548000000, -0.844500000, -14.851000000, -13.457000000, 47.410000000, P
58.210000000, -14.662000000, -15.938000000, -0.032400000, 56.680000000, 1727.431300000, 63.010000000, 60.330000000, 47.020000000, 0.084200000, 50.651749686, -14.588000000, 0.012600000, -16.192000000, -16.930000000, 56.930000000, Q
48.750000000, -16.316000000, -16.876000000, -0.094300000, 54.410000000, 832.030900000, 41.910000000, 57.120000000, 55.830000000, -0.287300000, 52.494863137, -14.316000000, -0.640900000, -15.859000000, -13.126000000, 62.760000000, Q
48.870000000, -16.316000000, -16.400000000, -0.163600000, 54.390000000, 832.030900000, 41.910000000, 57.120000000, 55.830000000, -0.287300000, 52.494863137, -13.952000000, -0.748000000, -15.859000000, -13.126000000, 62.760000000, Q
58.740000000, -12.252000000, -14.011000000, 0.264600000, 49.270000000, 3930.003200000, 52.500000000, 47.810000000, 42.370000000, -0.754400000, 49.448682110, -16.622000000, -0.547800000, -14.013000000, -13.735000000, 47.900000000, P
54.840000000, -17.963000000, -15.481000000, -0.165700000, 51.640000000, 453.862900000, 52.700000000, 48.030000000, 60.400000000, -0.275600000, 48.072323121, -13.976000000, 0.141500000, -14.056000000, -15.335000000, 47.970000000, Q
38.900000000, -12.447000000, -11.855000000, -0.157000000, 38.400000000, 3744.547300000, 38.100000000, 35.330000000, 44.750000000, -0.960000000, 48.056184680, -10.633000000, 0.225400000, -10.421000000, -10.722000000, 48.680000000, V
39.610000000, -18.279000000, -11.590000000, 0.280000000, 40.680000000, 362.456900000, 52.400000000, 54.460000000, 63.860000000, -0.010000000, 50.537198602, -13.046000000, -0.355800000, -16.608000000, -14.813000000, 60.130000000, V
45.980000000, -16.484000000, -13.955000000, 0.270900000, 49.760000000, 891.580000000, 53.480000000, 50.220000000, 55.770000000, -0.584200000, 47.559518459, -13.794000000, 0.004400000, -13.103000000, -14.033000000, 51.710000000, P
52.850000000, -17.466000000, -15.890000000, -0.316400000, 55.050000000, 574.976900000, 67.280000000, 54.940000000, 60.480000000, -0.543500000, 49.204706325, -13.588000000, 0.011600000, -15.104000000, -18.879000000, 58.880000000, Q
46.760000000, -15.425000000, -13.355000000, -0.215700000, 50.390000000, 1202.382700000, 42.830000000, 43.640000000, 57.270000000, -0.155200000, 52.178428379, -12.731000000, 0.073900000, -12.759000000, -13.448000000, 50.940000000, V
52.450000000, -11.202000000, -12.154000000, 0.436900000, 44.580000000, 6004.239800000, 60.460000000, 46.760000000, 45.000000000, -0.398600000, 49.669566458, -14.600000000, -0.236300000, -13.481000000, -16.462000000, 46.110000000, F
49.740000000, -10.764000000, -15.386000000, -0.077500000, 51.190000000, 7959.847100000, 42.190000000, 49.920000000, 40.130000000, 0.200400000, 51.486897772, -13.184000000, 0.188600000, -13.267000000, -12.778000000, 36.130000000, Q
34.560000000, -16.749000000, -15.911000000, 0.076500000, 54.880000000, 944.798700000, 45.770000000, 46.360000000, 56.460000000, 0.035900000, 52.127254957, -12.067000000, -0.449100000, -12.500000000, -13.289000000, 48.040000000, Q
47.860000000, -11.373000000, -16.506000000, 0.148300000, 56.560000000, 5636.358900000, 46.040000000, 62.850000000, 40.430000000, 0.134500000, 48.627424555, -13.119000000, 0.023900000, -18.507000000, -14.055000000, 40.310000000, P
48.040000000, -12.838000000, -13.442000000, 0.253800000, 48.050000000, 3598.583600000, 50.220000000, 53.140000000, 51.720000000, 0.212600000, 48.913708454, -14.576000000, 0.077200000, -16.059000000, -13.860000000, 44.420000000, P
53.960000000, -15.841000000, -15.354000000, -0.328300000, 54.740000000, 1009.578800000, 63.160000000, 58.860000000, 53.910000000, -0.311700000, 51.246542605, -13.874000000, 0.117900000, -16.746000000, -17.604000000, 57.780000000, Q
47.780000000, -16.852000000, -14.489000000, 0.069100000, 49.110000000, 676.888000000, 61.880000000, 51.060000000, 61.580000000, -0.008800000, 47.292756971, -13.936000000, -0.198800000, -14.918000000, -17.066000000, 45.330000000, P
45.480000000, -13.902000000, -11.812000000, -0.599700000, 36.960000000, 2361.222600000, 45.350000000, 50.510000000, 40.880000000, 0.130500000, 47.205482593, -12.102000000, -0.069600000, -16.203000000, -13.407000000, 37.440000000, V
56.640000000, -17.503000000, -12.265000000, 0.014900000, 48.250000000, 653.066700000, 55.950000000, 39.680000000, 59.610000000, 0.165000000, 47.233401387, -15.977000000, -0.120800000, -11.776000000, -16.204000000, 46.350000000, F
42.440000000, -13.976000000, -11.480000000, -0.036200000, 42.540000000, 2317.194000000, 37.540000000, 41.700000000, 48.180000000, 0.176300000, 49.139290255, -11.300000000, -0.857100000, -12.185000000, -10.593000000, 37.580000000, V
52.140000000, -17.851000000, -15.651000000, -0.350000000, 54.550000000, 454.021300000, 62.100000000, 51.670000000, 61.380000000, -0.176200000, 51.094364167, -13.414000000, 0.047600000, -13.617000000, -16.647000000, 58.880000000, Q
